#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	C9_concat_metaphlan_bugs_list	C8_concat_metaphlan_bugs_list	C7_concat_metaphlan_bugs_list	C6_concat_metaphlan_bugs_list	C5_concat_metaphlan_bugs_list	C4_concat_metaphlan_bugs_list	C3_concat_metaphlan_bugs_list	C33_concat_metaphlan_bugs_list	C32_concat_metaphlan_bugs_list	C31_concat_metaphlan_bugs_list	C30_concat_metaphlan_bugs_list	C2_concat_metaphlan_bugs_list	C29_concat_metaphlan_bugs_list	C28_concat_metaphlan_bugs_list	C27_concat_metaphlan_bugs_list	C26_concat_metaphlan_bugs_list	C25_concat_metaphlan_bugs_list	C24_concat_metaphlan_bugs_list	C23_concat_metaphlan_bugs_list	C22_concat_metaphlan_bugs_list	C21_concat_metaphlan_bugs_list	C20_concat_metaphlan_bugs_list	C1_concat_metaphlan_bugs_list	C19_concat_metaphlan_bugs_list	C18_concat_metaphlan_bugs_list	C17_concat_metaphlan_bugs_list	C16_concat_metaphlan_bugs_list	C15_concat_metaphlan_bugs_list	C14_concat_metaphlan_bugs_list	C13_concat_metaphlan_bugs_list	C12_concat_metaphlan_bugs_list	C11_concat_metaphlan_bugs_list	C10_concat_metaphlan_bugs_list	B9_concat_metaphlan_bugs_list	B8_concat_metaphlan_bugs_list	B7_concat_metaphlan_bugs_list	B79_concat_metaphlan_bugs_list	B78_concat_metaphlan_bugs_list	B77_concat_metaphlan_bugs_list	B76_concat_metaphlan_bugs_list	B75_concat_metaphlan_bugs_list	B74_concat_metaphlan_bugs_list	B73_concat_metaphlan_bugs_list	B72_concat_metaphlan_bugs_list	B71_concat_metaphlan_bugs_list	B70_concat_metaphlan_bugs_list	B6_concat_metaphlan_bugs_list	B69_concat_metaphlan_bugs_list	B68_concat_metaphlan_bugs_list	B67_concat_metaphlan_bugs_list	B66_concat_metaphlan_bugs_list	B65_concat_metaphlan_bugs_list	B64_concat_metaphlan_bugs_list	B63_concat_metaphlan_bugs_list	B62_concat_metaphlan_bugs_list	B61_concat_metaphlan_bugs_list	B60_concat_metaphlan_bugs_list	B5_concat_metaphlan_bugs_list	B59_concat_metaphlan_bugs_list	B58_concat_metaphlan_bugs_list	B57_concat_metaphlan_bugs_list	B56_concat_metaphlan_bugs_list	B55_concat_metaphlan_bugs_list	B54_concat_metaphlan_bugs_list	B53_concat_metaphlan_bugs_list	B52_concat_metaphlan_bugs_list	B51_concat_metaphlan_bugs_list	B50_concat_metaphlan_bugs_list	B4_concat_metaphlan_bugs_list	B49_concat_metaphlan_bugs_list	B48_concat_metaphlan_bugs_list	B47_concat_metaphlan_bugs_list	B46_concat_metaphlan_bugs_list	B45_concat_metaphlan_bugs_list	B44_concat_metaphlan_bugs_list	B43_concat_metaphlan_bugs_list	B42_concat_metaphlan_bugs_list	B41_concat_metaphlan_bugs_list	B40_concat_metaphlan_bugs_list	B3_concat_metaphlan_bugs_list	B39_concat_metaphlan_bugs_list	B38_concat_metaphlan_bugs_list	B37_concat_metaphlan_bugs_list	B36_concat_metaphlan_bugs_list	B35_concat_metaphlan_bugs_list	B34_concat_metaphlan_bugs_list	B33_concat_metaphlan_bugs_list	B32_concat_metaphlan_bugs_list	B31_concat_metaphlan_bugs_list	B30_concat_metaphlan_bugs_list	B2_concat_metaphlan_bugs_list	B29_concat_metaphlan_bugs_list	B28_concat_metaphlan_bugs_list	B27_concat_metaphlan_bugs_list	B26_concat_metaphlan_bugs_list	B25_concat_metaphlan_bugs_list	B24_concat_metaphlan_bugs_list	B23_concat_metaphlan_bugs_list	B22_concat_metaphlan_bugs_list	B21_concat_metaphlan_bugs_list	B20_concat_metaphlan_bugs_list	B1_concat_metaphlan_bugs_list	B19_concat_metaphlan_bugs_list	B18_concat_metaphlan_bugs_list	B17_concat_metaphlan_bugs_list	B16_concat_metaphlan_bugs_list	B15_concat_metaphlan_bugs_list	B14_concat_metaphlan_bugs_list	B13_concat_metaphlan_bugs_list	B12_concat_metaphlan_bugs_list	B11_concat_metaphlan_bugs_list	B10_concat_metaphlan_bugs_list	A9_concat_metaphlan_bugs_list	A8_concat_metaphlan_bugs_list	A7_concat_metaphlan_bugs_list	A79_concat_metaphlan_bugs_list	A78_concat_metaphlan_bugs_list	A77_concat_metaphlan_bugs_list	A76_concat_metaphlan_bugs_list	A75_concat_metaphlan_bugs_list	A74_concat_metaphlan_bugs_list	A73_concat_metaphlan_bugs_list	A72_concat_metaphlan_bugs_list	A71_concat_metaphlan_bugs_list	A70_concat_metaphlan_bugs_list	A6_concat_metaphlan_bugs_list	A69_concat_metaphlan_bugs_list	A68_concat_metaphlan_bugs_list	A67_concat_metaphlan_bugs_list	A66_concat_metaphlan_bugs_list	A65_concat_metaphlan_bugs_list	A64_concat_metaphlan_bugs_list	A63_concat_metaphlan_bugs_list	A62_concat_metaphlan_bugs_list	A61_concat_metaphlan_bugs_list	A60_concat_metaphlan_bugs_list	A5_concat_metaphlan_bugs_list	A59_concat_metaphlan_bugs_list	A58_concat_metaphlan_bugs_list	A57_concat_metaphlan_bugs_list	A56_concat_metaphlan_bugs_list	A55_concat_metaphlan_bugs_list	A54_concat_metaphlan_bugs_list	A53_concat_metaphlan_bugs_list	A52_concat_metaphlan_bugs_list	A51_concat_metaphlan_bugs_list	A50_concat_metaphlan_bugs_list	A4_concat_metaphlan_bugs_list	A49_concat_metaphlan_bugs_list	A48_concat_metaphlan_bugs_list	A47_concat_metaphlan_bugs_list	A46_concat_metaphlan_bugs_list	A45_concat_metaphlan_bugs_list	A44_concat_metaphlan_bugs_list	A43_concat_metaphlan_bugs_list	A42_concat_metaphlan_bugs_list	A41_concat_metaphlan_bugs_list	A40_concat_metaphlan_bugs_list	A3_concat_metaphlan_bugs_list	A39_concat_metaphlan_bugs_list	A38_concat_metaphlan_bugs_list	A37_concat_metaphlan_bugs_list	A36_concat_metaphlan_bugs_list	A35_concat_metaphlan_bugs_list	A34_concat_metaphlan_bugs_list	A33_concat_metaphlan_bugs_list	A32_concat_metaphlan_bugs_list	A31_concat_metaphlan_bugs_list	A30_concat_metaphlan_bugs_list	A2_concat_metaphlan_bugs_list	A29_concat_metaphlan_bugs_list	A28_concat_metaphlan_bugs_list	A27_concat_metaphlan_bugs_list	A26_concat_metaphlan_bugs_list	A25_concat_metaphlan_bugs_list	A24_concat_metaphlan_bugs_list	A23_concat_metaphlan_bugs_list	A22_concat_metaphlan_bugs_list	A21_concat_metaphlan_bugs_list	A20_concat_metaphlan_bugs_list	A1_concat_metaphlan_bugs_list	A19_concat_metaphlan_bugs_list	A18_concat_metaphlan_bugs_list	A17_concat_metaphlan_bugs_list	A16_concat_metaphlan_bugs_list	A15_concat_metaphlan_bugs_list	A14_concat_metaphlan_bugs_list	A13_concat_metaphlan_bugs_list	A12_concat_metaphlan_bugs_list	A11_concat_metaphlan_bugs_list	A10_concat_metaphlan_bugs_list
k__Bacteria|p__Actinobacteria	2|201174	1.01131	0.22168000000000002	0.76425	0.14332999999999999	0.2601	3.82073	0.88771	0.22175	0.7226600000000001	0.62334	0.04784	0.5198	1.02765	0.0851	0.19451	3.20338	0.65903	0.77171	1.13123	0.72154	1.60626	0.74302	0.9319200000000001	0.70139	31.96773	0.42541	1.17994	0.43245	0.017519999999999997	0.29052	0.43011000000000005	1.76575	0.15248	0.10595	0.5036	0.02868	20.58022	0.026010000000000002	0.3782	2.44257	0.16325	0.69377	1.3748200000000002	0.0783	3.46259	14.320329999999998	0.16609000000000002	0.10167999999999999	0	0.15417999999999998	0.45061	0.02456	0.27437	0.04135	0.6877	0.02793	0.04315	0.7266600000000001	0.1457	0.50779	0.79579	1.7402900000000001	0.17514000000000002	0.23838	0.67	0.05828	0.20419	5.16626	0.38881	1.52284	0.31439	0.6833899999999999	0.45898999999999995	1.83602	0.28563	1.2567700000000002	0.96255	0.5192899999999999	0.14785	0.04767	0.15992	0.18275	0.39361	0.18366	4.51871	0.25622	0.0771	2.14993	0.06749	0.49426000000000003	0.56786	0.10505	0.15796	0.26285	0.01491	0.09529	0.44178	0.08373	0.33799	1.76968	0.053779999999999994	0.0976	0.15957000000000002	4.1551800000000005	0.39742	0.48666000000000004	0.70463	2.8169999999999997	0.22575	0.21378000000000003	0.08694	5.27744	1.42571	0.37673	7.558389999999999	0.02825	1.37253	0.12964	0.505	1.9665400000000002	0.33366999999999997	0.08302999999999999	0.54081	0.93622	0.8547100000000001	1.29881	1.72638	0.9384100000000001	2.7252099999999997	0.72752	0.13296	0.07917	0.32983	0.53173	1.9396799999999998	0.56252	0.01435	0.07162	0.12952	21.73989	2.02794	1.91428	9.81493	1.82949	0.79067	2.64732	1.80158	0	1.66284	0	1.1968299999999998	12.5725	1.4335	0	3.8311	0.0241	0.5795600000000001	0.44048000000000004	0.21227	0.7991699999999999	0.37339	0.37828	0.21199	36.80772	3.35278	2.37298	3.1366	2.88774	9.386389999999999	0.17123	0.7399399999999999	0.9840700000000001	0.9943200000000001	0.91027	0.46452	0.03266	0.34498	0.1266	0.16926	0.10099999999999999	0.05857999999999999	1.33325	3.39474	0.01551	0	3.50244	1.08818	0.40112	0.35328000000000004	0.77612	0.20292000000000002
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.02245	0.02766	0.59501	0.08413	0.01069	3.02847	0	0.08216	0.61203	0	0	0	0.11317999999999999	0	0	1.29255	0.060270000000000004	0.73806	0.25898000000000004	0.18878	0	0.49713	0	0.0273	11.933489999999999	0	0.46396000000000004	0.14744000000000002	0.017519999999999997	0.12889	0.20209000000000002	0.02544	0.07864	0	0	0	16.22116	0	0.26677	0.52793	0.00602	0.34686	0.21076999999999999	0.0074	1.52729	8.02122	0.10284000000000001	0.02496	0	0	0.36207	0	0	0	0.34329	0	0	0	0.0009199999999999999	0	0.013519999999999999	0.18062	0	0	0.08613	0	0	0.03858	0.09018999999999999	0.07443999999999999	0	0.14769000000000002	0.1309	0.20879	0	0.72347	0	0	0.03801	0	0.08	0.09319	0.38515	0.09797	3.5244199999999997	0.2208	0.01286	1.55105	0.01098	0.26554	0.32982	0.039	0	0	0	0	0.03925	0	0.18189	0	0.029110000000000004	0	0.03617	3.0446299999999997	0.028589999999999997	0.04687	0.6186	0.11423	0	0.07112	0	5.17382	0.42683000000000004	0	6.825830000000001	0	0	0	0.22457	1.05984	0.28017	0	0.37526	0.25205	0	0.25451999999999997	1.40895	0	0.4409	0.08682000000000001	0	0	0.03275	0.40933	1.73938	0.09122999999999999	0	0	0.02897	19.96365	1.87599	1.57725	7.63351	1.70643	0.78098	2.45916	0	0	0.85508	0	0	11.196069999999999	0.29866	0	3.27506	0	0.29025	0.23623000000000002	0	0.52927	0.08897999999999999	0	0.13494	35.4207	3.2048900000000002	2.21583	0	2.87737	7.28759	0.17123	0.14368	0.66935	0.9715799999999999	0.05368	0.12853	0	0	0.04395	0.09566000000000001	0.02029	0	0.37083	3.39474	0	0	3.4239	0.48551000000000005	0.31167	0.3097	0.77612	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	2|201174|1760|2037	0.01626	0	0	0	0.01069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017519999999999997	0	0	0	0	0	0	0	0	0	0	0	0.00602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03858	0	0.00371	0	0	0	0	0	0	0	0	0	0	0	0.0008	0	0	0	0	0	0	0	0.012329999999999999	0	0.0071200000000000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	2|201174|1760|2037|2049	0.01626	0	0	0	0.01069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017519999999999997	0	0	0	0	0	0	0	0	0	0	0	0.00602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03858	0	0.00371	0	0	0	0	0	0	0	0	0	0	0	0.0008	0	0	0	0	0	0	0	0.012329999999999999	0	0.0071200000000000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	2|201174|1760|2037|2049|1654	0.01626	0	0	0	0.01069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017519999999999997	0	0	0	0	0	0	0	0	0	0	0	0.00602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03858	0	0.00371	0	0	0	0	0	0	0	0	0	0	0	0.0008	0	0	0	0	0	0	0	0.012329999999999999	0	0.0071200000000000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus	2|201174|1760|2037|2049|1654|1660	0.01626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03858	0	0.00371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HMSC035G02	2|201174|1760|2037|2049|1654|1739406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012329999999999999	0	0.0071200000000000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47	2|201174|1760|2037|2049|1654|936548	0	0	0	0	0.01069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014119999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_turicensis	2|201174|1760|2037|2049|1654|131111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	0	0	0.48361000000000004	0.08413	0	3.02658	0	0	0.5623100000000001	0	0	0	0.10898	0	0	1.17792	0.060270000000000004	0.66976	0.18325	0.18469000000000002	0	0.49713	0	0	11.933489999999999	0	0.46119	0.14744000000000002	0	0.06429	0.19906	0.02544	0.045160000000000006	0	0	0	16.22116	0	0.26677	0	0	0.34686	0.21076999999999999	0.0074	1.37962	8.02122	0.10284000000000001	0.02496	0	0	0	0	0	0	0.34329	0	0	0	0	0	0	0.14404	0	0	0.08613	0	0	0	0.09018999999999999	0.07073	0	0	0.1309	0.20879	0	0.72347	0	0	0	0	0.08	0.09239	0.3461	0.09797	3.5244199999999997	0.2208	0.005	1.54545	0	0.22675	0.28836	0	0	0	0	0	0	0	0	0	0.029110000000000004	0	0	3.0446299999999997	0.028589999999999997	0	0.6186	0.11423	0	0.04748	0	5.17382	0.42683000000000004	0	6.825830000000001	0	0	0	0.22457	1.05984	0.25	0	0.31774	0.25205	0	0.25451999999999997	1.40895	0	0.4409	0.08682000000000001	0	0	0.03275	0.09727999999999999	1.73938	0.09122999999999999	0	0	0	19.96365	1.87599	1.57725	7.63351	1.70643	0.78098	2.45916	0	0	0.85508	0	0	11.10624	0.29866	0	3.27506	0	0.29025	0.23623000000000002	0	0.52927	0.08897999999999999	0	0.13494	35.4207	3.2048900000000002	2.08812	0	2.87737	7.28759	0.17123	0.14368	0.66935	0.9715799999999999	0.05368	0.12853	0	0	0.04395	0.09566000000000001	0.02029	0	0.36680999999999997	0	0	0	3.4239	0.48551000000000005	0.28025	0.3097	0.77612	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	2|201174|1760|85004|31953	0	0	0.48361000000000004	0.08413	0	3.02658	0	0	0.5623100000000001	0	0	0	0.10898	0	0	1.17792	0.060270000000000004	0.66976	0.18325	0.18469000000000002	0	0.49713	0	0	11.933489999999999	0	0.46119	0.14744000000000002	0	0.06429	0.19906	0.02544	0.045160000000000006	0	0	0	16.22116	0	0.26677	0	0	0.34686	0.21076999999999999	0.0074	1.37962	8.02122	0.10284000000000001	0.02496	0	0	0	0	0	0	0.34329	0	0	0	0	0	0	0.14404	0	0	0.08613	0	0	0	0.09018999999999999	0.07073	0	0	0.1309	0.20879	0	0.72347	0	0	0	0	0.08	0.09239	0.3461	0.09797	3.5244199999999997	0.2208	0.005	1.54545	0	0.22675	0.28836	0	0	0	0	0	0	0	0	0	0.029110000000000004	0	0	3.0446299999999997	0.028589999999999997	0	0.6186	0.11423	0	0.04748	0	5.17382	0.42683000000000004	0	6.825830000000001	0	0	0	0.22457	1.05984	0.25	0	0.31774	0.25205	0	0.25451999999999997	1.40895	0	0.4409	0.08682000000000001	0	0	0.03275	0.09727999999999999	1.73938	0.09122999999999999	0	0	0	19.96365	1.87599	1.57725	7.63351	1.70643	0.78098	2.45916	0	0	0.85508	0	0	11.10624	0.29866	0	3.27506	0	0.29025	0.23623000000000002	0	0.52927	0.08897999999999999	0	0.13494	35.4207	3.2048900000000002	2.08812	0	2.87737	7.28759	0.17123	0.14368	0.66935	0.9715799999999999	0.05368	0.12853	0	0	0.04395	0.09566000000000001	0.02029	0	0.36680999999999997	0	0	0	3.4239	0.48551000000000005	0.28025	0.3097	0.77612	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	2|201174|1760|85004|31953|1678	0	0	0.48361000000000004	0.08413	0	3.02658	0	0	0.5623100000000001	0	0	0	0.10898	0	0	1.17792	0.060270000000000004	0.66976	0.18325	0.18469000000000002	0	0.49713	0	0	11.933489999999999	0	0.46119	0.14744000000000002	0	0.06429	0.19906	0.02544	0.045160000000000006	0	0	0	16.22116	0	0.26677	0	0	0.34686	0.21076999999999999	0.0074	1.37962	8.02122	0.10284000000000001	0.02496	0	0	0	0	0	0	0.34329	0	0	0	0	0	0	0.14404	0	0	0.08613	0	0	0	0.09018999999999999	0.07073	0	0	0.1309	0.20879	0	0.72347	0	0	0	0	0.08	0.09239	0.3461	0.09797	3.5244199999999997	0.2208	0.005	1.54545	0	0.22675	0.28836	0	0	0	0	0	0	0	0	0	0.029110000000000004	0	0	3.0446299999999997	0.028589999999999997	0	0.6186	0.11423	0	0.04748	0	5.17382	0.42683000000000004	0	6.825830000000001	0	0	0	0.22457	1.05984	0.25	0	0.31774	0.25205	0	0.25451999999999997	1.36239	0	0.4409	0.08682000000000001	0	0	0.03275	0.09727999999999999	1.73938	0.09122999999999999	0	0	0	19.96365	1.87599	1.57725	7.63351	1.70643	0.78098	2.45916	0	0	0.85508	0	0	11.10624	0.29866	0	3.27506	0	0.29025	0.23623000000000002	0	0.52927	0.08897999999999999	0	0.13494	35.4207	3.2048900000000002	2.08812	0	2.87737	7.28759	0.17123	0.14368	0.66935	0.9715799999999999	0.05368	0.12853	0	0	0.04395	0.09566000000000001	0.02029	0	0.36680999999999997	0	0	0	3.4239	0.48551000000000005	0.28025	0.3097	0.77612	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	2|201174|1760|85004|31953|1678|1680	0	0	0.48361000000000004	0.08413	0	3.02658	0	0	0	0	0	0	0.10898	0	0	1.08318	0	0.647	0.18325	0.18469000000000002	0	0.49713	0	0	8.59459	0	0.3095	0.14744000000000002	0	0.06429	0.19906	0.02544	0.014740000000000001	0	0	0	15.72236	0	0.26677	0	0	0.29918	0.21076999999999999	0.0074	1.37962	8.02122	0.06006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10255	0	0	0	0	0	0	0.09018999999999999	0	0	0	0.1309	0.20879	0	0.51889	0	0	0	0	0	0	0.18479	0.07582	3.27495	0.12753	0.005	1.21502	0	0.04355	0.16496	0	0	0	0	0	0	0	0	0	0.029110000000000004	0	0	2.99989	0	0	0.5682699999999999	0.11423	0	0.04748	0	0.14718	0.03592	0	5.6405199999999995	0	0	0	0.22457	1.02768	0	0	0.19004000000000001	0.02342	0	0.25451999999999997	1.1228799999999999	0	0.35733000000000004	0	0	0	0	0.09727999999999999	1.73938	0.09122999999999999	0	0	0	0	1.2766	1.57725	4.87608	1.45038	0.78098	2.45916	0	0	0.8325899999999999	0	0	9.92265	0.0637	0	3.02553	0	0.29025	0.08047	0	0	0	0	0.13494	5.52346	1.83465	0	0	0	6.59685	0.05993	0.06669	0.1188	0.8963399999999999	0	0.12853	0	0	0	0.09566000000000001	0.02029	0	0.36680999999999997	0	0	0	2.34354	0.29175999999999996	0.11539	0.3097	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_angulatum	2|201174|1760|85004|31953|1678|1683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	2|201174|1760|85004|31953|1678|1681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39091	0	0.56657	0	0	0	0	0	0.06221	0	0	0.22863000000000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44603000000000004	0	0	0	0	0	0	0	0	0	0	0.29502	0	0	0	0	0	0.07801	0	0	0	0	0	2.59317	0.40902	0.75845	0	0.35316	0	0.1113	0	0.024919999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09447	0	0.16485999999999998	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum	2|201174|1760|85004|31953|1678|1686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013319999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
