Sample	Bin	Site	NCBI species	GTDB taxonomy	Completeness	Contamination	Strain heterogeneity	Size (Mb)	N50 (Kb)	# genes	# tRNA	# 16S rRNA	# 23S rRNA	# 5S rRNA	dRep 95% sANI rep (cohort)	dRep 95% sANI rep (cohort plus UHGG species reps)	FastANI to closest UHGG genome	Novel compared to UHGG
bushbuckridge_102	maxbin.016_sub	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-448;s__CAG-448 sp003150135	85.79	3.94	0	2.05	25.424	1623	25	0	0	0	FALSE	FALSE	98.6484	FALSE
bushbuckridge_103	11	Bushbuckridge	Clostridium sp. OF10-22XD	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp900066115	98.08	0.95	11.11	3.99	9.363	3781	33	0	0	0	FALSE	FALSE	98.6605	FALSE
bushbuckridge_103	28	Bushbuckridge	Succinatimonas sp. CAG:777	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835	99.38	0.29	0	2.3	28.223	1978	45	0	0	0	FALSE	FALSE	98.7986	FALSE
bushbuckridge_104	5	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	95.77	0.85	50	2.34	9.471	1989	32	0	0	0	FALSE	FALSE	98.8855	FALSE
bushbuckridge_104	69	Bushbuckridge	Eubacterium sp. CAG:251	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000436835	75.17	0	0	1.26	2.371	956	9	0	0	0	FALSE	FALSE	98.1132	FALSE
bushbuckridge_104	71	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955	98.66	0.34	0	2.29	50.406	2128	40	1	0	2	TRUE	FALSE	98.4835	FALSE
bushbuckridge_104	bin.29	Bushbuckridge	Clostridium sp. CAG:138	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055	91.7	1.34	0	1.95	54.842	1704	39	0	0	0	FALSE	FALSE	98.9116	FALSE
bushbuckridge_104	bin.3	Bushbuckridge	Prevotella copri DSM 18205	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900551275	97.41	1.52	0	3.6	56.092	2879	54	0	0	0	FALSE	FALSE	97.3915	FALSE
bushbuckridge_104	bin.30_sub	Bushbuckridge	Clostridiales bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp000432375	86.89	2.18	100	1.86	31.234	1712	27	1	0	0	FALSE	FALSE	99.1585	FALSE
bushbuckridge_104	bin.37	Bushbuckridge	[Eubacterium] rectale DSM 17629	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	99.28	0.97	50	3.01	107.263	2758	38	0	0	0	FALSE	FALSE	97.5357	FALSE
bushbuckridge_104	bin.4	Bushbuckridge	Firmicutes bacterium CAG_194_44_15	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-194;s__CAG-194 sp000432915	94.36	1.61	0	2.36	14.108	2056	20	0	0	0	TRUE	FALSE	99.1064	FALSE
bushbuckridge_104	bin.7	Bushbuckridge	Escherichia coli	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri	89.37	0.39	14.29	3.88	11.128	3652	33	0	0	0	FALSE	FALSE	99.8923	FALSE
bushbuckridge_104	maxbin.005	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135	94.36	3.87	0	2.63	32.218	2395	32	0	0	2	FALSE	FALSE	98.8049	FALSE
bushbuckridge_104	maxbin.040	Bushbuckridge	Clostridiales bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA7597;s__UBA7597 sp003448195	79.68	0	0	1.55	3.427	1288	9	0	0	0	TRUE	FALSE	98.9118	FALSE
bushbuckridge_105	15	Bushbuckridge	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__C941;s__C941 sp004557565	88.79	0.13	0	2.52	5.758	1896	26	0	0	0	FALSE	FALSE	97.3806	FALSE
bushbuckridge_105	49	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UMGS1883;f__;g__;s__	83.15	2.25	0	1.71	3.548	1467	16	0	0	0	FALSE	FALSE	98.4251	FALSE
bushbuckridge_105	62	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-448;s__CAG-448 sp003150135	85.17	0.17	0	2.02	7.144	1641	26	1	0	1	FALSE	FALSE	98.5889	FALSE
bushbuckridge_105	75	Bushbuckridge	Bacteroidales bacterium H8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-279;s__CAG-279 sp000437795	91.49	0	0	2.26	9.922	1801	30	0	0	0	FALSE	FALSE	98.0794	FALSE
bushbuckridge_105	86	Bushbuckridge	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000432515	96.43	1.9	0	3.2	66.736	2527	43	0	0	0	FALSE	FALSE	96.7106	FALSE
bushbuckridge_105	88	Bushbuckridge	uncultured proteobacterium	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__;s__	93.01	1.08	0	1.32	7.976	1229	32	1	0	0	TRUE	FALSE	98.7323	FALSE
bushbuckridge_105	89	Bushbuckridge	Unclassified	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312;s__CAG-312 sp002405555	77.4	2.07	50	1.95	3.031	1930	24	0	0	0	FALSE	FALSE	98.5229	FALSE
bushbuckridge_105	bin.34	Bushbuckridge	Clostridiales bacterium UBA6386	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900544945	81.82	0.67	0	1.78	7.486	1583	19	0	0	0	FALSE	FALSE	96.9713	FALSE
bushbuckridge_105	bin.39	Bushbuckridge	Christensenellaceae bacterium Phil1	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__Phil1;s__Phil1 sp001940855	95.97	0	0	2.01	13.29	1868	28	1	0	0	FALSE	FALSE	98.2641	FALSE
bushbuckridge_105	bin.4	Bushbuckridge	uncultured Clostridiales bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525	90	1.16	75	1.57	13.087	1491	27	0	0	0	FALSE	FALSE	98.7758	FALSE
bushbuckridge_106	21	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1191;s__	82.15	3.55	42.86	1.72	4.192	1665	20	0	0	0	TRUE	TRUE	NA	TRUE
bushbuckridge_106	23	Bushbuckridge	Clostridium sp. CAG:413	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp000431775	94.87	0.89	0	2.16	15.44	1920	24	0	0	0	FALSE	FALSE	98.6773	FALSE
bushbuckridge_106	38	Bushbuckridge	Clostridiales bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__CAG-349;s__CAG-349 sp003539515	86.34	1.4	50	1.46	6.418	1306	30	0	0	0	FALSE	FALSE	98.1382	FALSE
bushbuckridge_106	63	Bushbuckridge	[Eubacterium] siraeum V10Sc8a	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	84.06	1.34	0	2.15	3.505	1822	9	0	0	0	FALSE	FALSE	97.5625	FALSE
bushbuckridge_106	74	Bushbuckridge	Oribacterium sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium sp004554245	88.13	3.33	87.5	2.09	4.003	1845	18	0	0	0	TRUE	FALSE	96.8553	FALSE
bushbuckridge_106	bin.20	Bushbuckridge	uncultured bacterium	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA1407;f__UBA1407;g__UBA1724;s__UBA1724 sp900548225	88.51	0.68	0	2.17	59.031	1717	46	0	0	0	FALSE	FALSE	98.5836	FALSE
bushbuckridge_106	bin.22	Bushbuckridge	Unclassified	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__UBA9732;s__UBA9732 sp001940825	94.25	1.14	0	2.1	45.151	1865	43	0	0	0	FALSE	FALSE	97.4524	FALSE
bushbuckridge_106	bin.26	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003538135	97.27	0	0	2.07	26.468	1881	37	0	0	0	FALSE	FALSE	98.7005	FALSE
bushbuckridge_106	bin.32	Bushbuckridge	Prevotella sp. CAG:873	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp001701165	95.09	0.38	100	2.26	19.361	1800	38	0	0	0	FALSE	FALSE	98.7459	FALSE
bushbuckridge_106	bin.4	Bushbuckridge	uncultured bacterium	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1067;s__	80.38	6.23	14.29	2.05	27.015	1657	40	0	0	0	TRUE	TRUE	82.4079	TRUE
bushbuckridge_106	bin.42	Bushbuckridge	Bacteroidales bacterium UBA3389	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__UBA3388;s__UBA3388 sp900546465	97.85	0	0	2.07	38.737	1770	35	0	0	0	TRUE	TRUE	98.462	FALSE
bushbuckridge_106	bin.5	Bushbuckridge	Methanomassiliicoccaceae archaeon UBA113	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__MX-02;s__MX-02 sp006954405	95.56	0	0	1.4	24.477	1410	35	0	1	1	TRUE	TRUE	97.9095	FALSE
bushbuckridge_106	bin.6	Bushbuckridge	uncultured Clostridiales bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525	84.95	1.23	66.67	1.5	10.549	1414	21	0	0	1	FALSE	FALSE	98.7145	FALSE
bushbuckridge_106	bin.9	Bushbuckridge	Bacteroides sp. CAG:1060	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000432655	86.32	0.24	0	1.73	12.185	1485	27	0	0	0	FALSE	FALSE	97.9345	FALSE
bushbuckridge_106	maxbin.002	Bushbuckridge	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000433355	91.27	2.78	28.57	3.39	26.31	2675	43	5	16	5	FALSE	FALSE	98.2458	FALSE
bushbuckridge_106	maxbin.005	Bushbuckridge	Treponema sp. UBA7590	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp900541945	97.82	2.1	0	2.4	23.782	2108	39	0	0	0	TRUE	FALSE	98.2238	FALSE
bushbuckridge_106	maxbin.025_sub	Bushbuckridge	Bacteroidales bacterium UBA4621	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__RF16;s__RF16 sp900556095	92.17	5.11	0	2.69	6.335	2330	39	0	1	0	FALSE	FALSE	97.5496	FALSE
bushbuckridge_107	16	Bushbuckridge	Prevotella sp.	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp003447235	96.43	1.78	0	2.61	31.704	2029	40	0	0	0	FALSE	FALSE	98.0314	FALSE
bushbuckridge_107	17	Bushbuckridge	Prevotellaceae bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia timonensis	96.84	0	0	2.71	19.296	2085	35	0	0	0	TRUE	FALSE	97.6172	FALSE
bushbuckridge_107	29	Bushbuckridge	Bacteroidales bacterium H8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-279;s__CAG-279 sp000437795	80.17	0.75	50	1.92	3.678	1606	17	0	0	0	FALSE	FALSE	98.3682	FALSE
bushbuckridge_107	32	Bushbuckridge	Prevotella sp. CAG:1092	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000436915	93.47	3.36	38.1	2.71	12.822	2104	26	0	0	0	FALSE	FALSE	97.9378	FALSE
bushbuckridge_107	36	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp900542875	79.64	0.29	0	1.47	3.164	1229	8	0	0	0	FALSE	FALSE	97.7822	FALSE
bushbuckridge_107	49	Bushbuckridge	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp000434735	89.84	2.71	46.15	2.92	6.489	2224	24	0	0	0	FALSE	FALSE	97.4821	FALSE
bushbuckridge_107	bin.20	Bushbuckridge	Clostridiales bacterium UBA6386	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900544945	92.48	0	0	2.02	11.783	1808	34	0	0	0	TRUE	FALSE	97.0655	FALSE
bushbuckridge_108	38_sub	Bushbuckridge	Clostridiales bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__CAG-349;s__CAG-349 sp003539515	92.64	1.05	50	1.58	87.953	1404	45	0	1	1	FALSE	FALSE	97.9623	FALSE
bushbuckridge_108	50_sub	Bushbuckridge	Bacteroides sp. CAG:1060	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000432655	91.57	4.29	0	2.09	20.017	1799	39	1	0	1	FALSE	FALSE	97.9326	FALSE
bushbuckridge_108	51	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp004556705	90.27	1.68	25	1.57	6.102	1392	13	0	0	1	FALSE	FALSE	98.0194	FALSE
bushbuckridge_108	65	Bushbuckridge	Clostridium sp. CAG:138	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055	89.42	3.05	50	1.6	3.711	1490	23	0	0	0	FALSE	FALSE	98.4853	FALSE
bushbuckridge_108	8	Bushbuckridge	Elusimicrobia bacterium UBA5880	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__UBA1436;s__UBA1436 sp900541355	96.63	0.2	0	1.41	7.665	1283	34	0	0	0	FALSE	FALSE	98.0612	FALSE
bushbuckridge_108	bin.14	Bushbuckridge	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000432515	91.62	2.14	12.5	2.93	32.37	2328	38	0	0	0	FALSE	FALSE	97.0402	FALSE
bushbuckridge_108	bin.23_sub	Bushbuckridge	uncultured bacterium	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__RUG572;s__RUG572 sp900547945	89.86	2.06	25	3.56	24.14	2541	41	0	0	0	FALSE	FALSE	98.4308	FALSE
bushbuckridge_108	bin.35	Bushbuckridge	Butyrivibrio crossotus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A crossotus	99.33	0	0	2.14	30.322	2062	34	0	0	0	FALSE	FALSE	98.7113	FALSE
bushbuckridge_108	bin.41	Bushbuckridge	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000433355	91.27	1.19	33.33	3.1	44.346	2391	38	0	0	0	FALSE	FALSE	98.0982	FALSE
bushbuckridge_108	maxbin.002_sub	Bushbuckridge	[Eubacterium] siraeum V10Sc8a	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	98.32	0	0	2.82	31.023	2479	33	3	5	2	FALSE	FALSE	97.5859	FALSE
bushbuckridge_108	maxbin.012_sub	Bushbuckridge	Clostridium sp. CAG:413	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp000431775	95.71	0	0	2.04	34.993	1824	26	1	0	1	FALSE	FALSE	98.7621	FALSE
bushbuckridge_109	102	Bushbuckridge	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000433355	94.6	1.83	42.86	3.67	111	2860	45	1	0	0	FALSE	FALSE	98.6169	FALSE
bushbuckridge_109	114	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UMGS1908;g__UMGS2069;s__	75.54	1.61	0	0.99	5.267	744	11	0	0	0	FALSE	FALSE	98.3579	FALSE
bushbuckridge_109	12	Bushbuckridge	Faecalibacterium prausnitzii SL3/3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	95.46	1.72	80	2.36	22.679	2156	36	0	0	0	FALSE	FALSE	97.6376	FALSE
bushbuckridge_109	17	Bushbuckridge	Verrucomicrobia bacterium CAG:312_58_20	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312;s__CAG-312 sp900545715	84.18	2.03	0	2.15	4.061	1936	18	0	0	0	FALSE	FALSE	98.7075	FALSE
bushbuckridge_109	20	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__SFDB01;s__SFDB01 sp004558825	96.5	0	0	1.62	92.714	1510	38	0	0	0	FALSE	FALSE	99.036	FALSE
bushbuckridge_109	29	Bushbuckridge	Prevotella stercorea	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella stercorea	99.07	0.73	0	3.54	65.186	3059	48	0	0	0	FALSE	FALSE	97.3346	FALSE
bushbuckridge_109	42	Bushbuckridge	Desulfovibrio piger	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio piger_A	94.96	2.37	50	2.34	6.423	2091	41	0	0	0	TRUE	FALSE	99.3376	FALSE
bushbuckridge_109	54_sub	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1206;s__UBA1206 sp000433115	90.11	0.06	0	1.83	8.286	1740	22	0	0	0	TRUE	FALSE	99.3593	FALSE
bushbuckridge_109	57_sub	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-272;s__CAG-272 sp000433515	87.26	1.51	0	2	4.223	1842	20	0	0	0	FALSE	FALSE	98.6124	FALSE
bushbuckridge_109	64	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003538135	97.27	0	0	2.19	106.513	1961	40	0	0	1	FALSE	FALSE	99.0108	FALSE
bushbuckridge_109	69	Bushbuckridge	Firmicutes bacterium CAG:534	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__CAG-95 sp000436115	96.56	1.76	0	2.6	32.106	2391	36	0	0	0	TRUE	FALSE	99.357	FALSE
bushbuckridge_109	70	Bushbuckridge	Ruminococcus sp. UBA4697	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus sp002438605	79.84	1.34	0	1.57	3.041	1305	8	0	0	0	TRUE	FALSE	99.6384	FALSE
bushbuckridge_109	81	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__CAG-1024;s__CAG-1024 sp000432015	91.47	0.7	0	2.15	145.591	2018	42	0	0	0	FALSE	FALSE	99.0444	FALSE
bushbuckridge_109	90	Bushbuckridge	Christensenellaceae bacterium Phil1	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__Phil1;s__Phil1 sp001940855	92.47	0.81	0	1.97	8.088	1877	15	0	0	0	FALSE	FALSE	97.9395	FALSE
bushbuckridge_109	bin.1	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-314;g__CAG-1435;s__CAG-1435 sp003537755	87.63	1.64	66.67	2.02	29.266	1498	38	1	0	0	FALSE	FALSE	97.914	FALSE
bushbuckridge_109	bin.22	Bushbuckridge	Clostridium sp. CAG:138	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055	92.37	1.34	0	1.89	23.915	1661	41	0	0	1	FALSE	FALSE	98.5963	FALSE
bushbuckridge_109	bin.36	Bushbuckridge	uncultured Clostridiales bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__SFHK01;s__SFHK01 sp004556395	94.96	2.69	0	3.14	33.306	2820	44	0	1	1	TRUE	FALSE	98.8782	FALSE
bushbuckridge_109	bin.42	Bushbuckridge	[Eubacterium] siraeum V10Sc8a	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	98.32	0	0	2.58	116.335	2277	39	0	0	0	FALSE	FALSE	97.5169	FALSE
bushbuckridge_109	bin.55	Bushbuckridge	Subdoligranulum sp. AM16-9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans	97.28	0	0	3.25	37.037	3008	37	0	0	0	TRUE	FALSE	99.6085	FALSE
bushbuckridge_109	bin.57	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-964;s__CAG-964 sp000435335	97.09	0	0	1.76	23.159	1544	27	0	0	0	TRUE	FALSE	98.4353	FALSE
bushbuckridge_109	bin.67_sub	Bushbuckridge	Clostridiales bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK3B98;s__NK3B98 sp900545815	79.46	1.67	25	1.63	6.292	1577	24	0	0	0	FALSE	FALSE	98.5807	FALSE
bushbuckridge_109	bin.72	Bushbuckridge	Ruminococcus sp. CAG:488	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488;s__CAG-488 sp000434055	94.74	0	0	2.24	26.444	1979	34	0	0	1	FALSE	FALSE	98.7433	FALSE
bushbuckridge_109	bin.73	Bushbuckridge	Clostridia bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	91.26	1.08	0	1.62	16.496	1514	18	0	0	0	FALSE	FALSE	98.5466	FALSE
bushbuckridge_109	maxbin.001	Bushbuckridge	Clostridiales bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__CAG-349;s__CAG-349 sp003539515	92.64	9.79	90	1.89	387.191	1696	55	1	0	1	FALSE	FALSE	98.0172	FALSE
bushbuckridge_110	14	Bushbuckridge	Phascolarctobacterium succinatutens CAG:287	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900551335	82.67	1.85	0	1.54	2.876	1540	15	0	0	0	FALSE	FALSE	97.054	FALSE
bushbuckridge_110	20	Bushbuckridge	[Eubacterium] rectale	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	86.16	0.63	0	1.98	3.774	1591	7	0	0	0	FALSE	FALSE	97.4891	FALSE
bushbuckridge_110	bin.15	Bushbuckridge	Vibrio cholerae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio cholerae	95.12	0.45	50	3.48	13.553	3048	19	0	0	1	TRUE	FALSE	98.7298	FALSE
bushbuckridge_111	21	Bushbuckridge	Unclassified	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__UBA9732;s__UBA9732 sp001940825	88.57	1.33	0	1.85	6.111	1755	31	1	0	0	FALSE	FALSE	97.7196	FALSE
bushbuckridge_111	37_sub	Bushbuckridge	Cyanobacteria bacterium UBA4641	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__Zag111 sp002103105	75.39	1.1	50	1.59	3.908	1407	37	0	0	0	FALSE	FALSE	97.8015	FALSE
bushbuckridge_111	4	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp004556705	96.64	0	0	1.73	47.926	1594	30	0	0	1	TRUE	FALSE	98.0249	FALSE
