MetaCyc Pathway	bushbuckridge_1	bushbuckridge_2	bushbuckridge_3	bushbuckridge_4	bushbuckridge_5	bushbuckridge_6	bushbuckridge_7	bushbuckridge_8	bushbuckridge_9	bushbuckridge_10	bushbuckridge_11	bushbuckridge_12	bushbuckridge_13	bushbuckridge_14	bushbuckridge_15	bushbuckridge_16	bushbuckridge_17	bushbuckridge_18	bushbuckridge_19	bushbuckridge_20	bushbuckridge_21	bushbuckridge_22	bushbuckridge_23	bushbuckridge_24	bushbuckridge_25	bushbuckridge_26	bushbuckridge_27	bushbuckridge_28	bushbuckridge_29	bushbuckridge_30	bushbuckridge_31	bushbuckridge_32	bushbuckridge_33	bushbuckridge_34	bushbuckridge_35	bushbuckridge_36	bushbuckridge_37	bushbuckridge_38	bushbuckridge_39	bushbuckridge_40	bushbuckridge_41	bushbuckridge_42	bushbuckridge_43	bushbuckridge_44	bushbuckridge_45	bushbuckridge_46	bushbuckridge_47	bushbuckridge_48	bushbuckridge_49	bushbuckridge_50	bushbuckridge_51	bushbuckridge_52	bushbuckridge_53	bushbuckridge_54	bushbuckridge_55	bushbuckridge_56	bushbuckridge_57	bushbuckridge_58	bushbuckridge_59	bushbuckridge_60	bushbuckridge_61	bushbuckridge_62	bushbuckridge_63	bushbuckridge_64	bushbuckridge_65	bushbuckridge_66	bushbuckridge_67	bushbuckridge_68	bushbuckridge_69	bushbuckridge_70	bushbuckridge_71	bushbuckridge_72	bushbuckridge_73	bushbuckridge_74	bushbuckridge_75	bushbuckridge_76	bushbuckridge_77	bushbuckridge_78	bushbuckridge_79	bushbuckridge_80	bushbuckridge_81	bushbuckridge_82	bushbuckridge_83	bushbuckridge_84	bushbuckridge_85	bushbuckridge_86	bushbuckridge_87	bushbuckridge_88	bushbuckridge_89	bushbuckridge_90	bushbuckridge_91	bushbuckridge_92	bushbuckridge_93	bushbuckridge_94	bushbuckridge_95	bushbuckridge_96	bushbuckridge_97	bushbuckridge_98	bushbuckridge_99	bushbuckridge_100	bushbuckridge_101	bushbuckridge_102	bushbuckridge_103	bushbuckridge_104	bushbuckridge_105	bushbuckridge_106	bushbuckridge_107	bushbuckridge_108	bushbuckridge_109	bushbuckridge_110	bushbuckridge_111	bushbuckridge_112	bushbuckridge_113	bushbuckridge_114	bushbuckridge_115	bushbuckridge_116	bushbuckridge_117	bushbuckridge_118	soweto_1	soweto_2	soweto_3	soweto_4	soweto_5	soweto_6	soweto_7	soweto_8	soweto_9	soweto_10	soweto_11	soweto_12	soweto_13	soweto_14	soweto_15	soweto_16	soweto_17	soweto_18	soweto_19	soweto_20	soweto_21	soweto_22	soweto_23	soweto_24	soweto_25	soweto_26	soweto_27	soweto_28	soweto_29	soweto_30	soweto_31	soweto_32	soweto_33	soweto_34	soweto_35	soweto_36	soweto_37	soweto_38	soweto_39	soweto_40	soweto_41	soweto_42	soweto_43	soweto_44	soweto_45	soweto_46	soweto_47	soweto_48	soweto_49	soweto_50	soweto_51
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	33.7011	12.83	2.62395	23.4797	30.3096	81.5184	155.181	102.678	69.1228	133.978	34.7653	77.7616	32.0345	198.147	47.0249	61.7288	85.4941	6.98968	85.5079	472.874	125.488	35.7694	51.5197	23.8806	216.525	152.9	67.9361	99.9762	62.8341	92.9016	90.5493	26.9054	63.1764	21.1304	75.5532	15.254	32.0869	6.28598	191.476	126.212	114.122	47.7432	193.657	329.86	236.915	58.6956	329.214	47.0042	14.3986	19.2489	34.7777	48.4937	8.5355	172.638	25.0794	20.4333	45.3297	77.7722	45.9464	58.8604	82.8029	10.4212	55.7125	36.5026	30.3566	102.726	194.237	48.1564	44.91	26.2814	21.9703	9.50193	0	19.2256	13.219	59.3339	7.85691	40.3429	24.6301	35.7015	12.333	32.5293	24.5076	49.6999	12.3999	285.33	76.6675	43.5555	47.0289	10.4295	14.2936	183.673	17.4719	48.2206	26.0264	76.7171	80.8837	74.5368	28.095	61.3937	37.8552	23.1601	33.6492	122.029	9.17384	7.85886	49.0849	19.2857	85.5268	62.6	77.2189	40.2245	60.7009	6.05301	19.766	14.0404	71.9087	82.6354	36.44	40.435	434.202	7.25435	113.279	238.497	34.1559	25.5804	0	15.9085	136.987	30.3826	258.262	62.9117	264.71	66.9474	100.616	244.075	47.4318	35.339	345.635	5.6939	34.2305	140.098	19.6698	188.125	260.995	408.566	356.241	35.8146	10.6594	21.9592	96.2079	148.124	149.814	143.733	135.021	119.67	212.948	92.7885	216.295	176.438	207.19	5.79303	11.7253	43.1016	156.045	25.868	200.944	140.664	50.2665
ARGORNPROST-PWY: arginine, ornithine and proline interconversion	0	0	0	0	15.2747	18.3973	6.12084	0	15.3859	0	22.3721	3.55088	11.6307	5.34034	21.4046	2.97887	19.1462	0	9.39387	5.9323	1.23919	20.1029	2.18233	23.3646	10.1297	5.68237	9.90706	10.5992	11.3249	4.19275	7.69704	4.78862	4.77057	4.16934	0	13.4441	8.09545	0	17.0991	9.73365	4.80914	6.47201	8.16078	5.05477	12.4182	4.96312	10.9623	10.1669	0	17.1075	14.7098	19.2284	5.17078	7.74089	5.71635	32.3353	9.0198	18.8904	16.0214	15.4896	0	1.9838	12.718	13.8037	14.1752	6.69768	7.35278	0	10.7925	4.93633	3.04545	5.99227	0	8.84414	0	26.2169	4.77953	9.07185	27.3234	14.6038	3.48544	18.8532	0	4.01813	20.4883	4.02629	25.8633	14.2887	22.3671	6.37493	5.58764	0.748413	8.66216	12.9726	13.8456	11.1499	12.7065	25.3298	6.13714	13.4843	14.0438	30.2963	5.31935	14.2062	7.833	11.0971	7.14403	25.5985	22.5812	0	3.63152	11.6814	5.51294	11.7323	0	3.45143	22.8778	9.73461	14.3989	0	0	12.0777	7.58149	10.0529	0	0	37.3002	15.457	0	5.06408	9.61255	7.34949	10.6634	24.7714	10.7939	15.0378	0	42.4698	4.68145	0	4.71489	26.0494	13.5644	12.0292	13.158	15.3512	0	0	8.60455	7.3761	14.3286	0	0	0	19.9947	0	0	0	0	3.74209	4.97805	9.47376	13.7311	0	33.9998	0	15.2803	9.43171	14.717
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	479.711	532.186	504.253	317.332	475.143	503.974	569.083	434.413	515.774	311.512	510.815	528.203	361.639	618.704	426.721	645.006	256.539	558.645	483.556	311.524	389.703	330	353.178	448.742	411.729	367.664	529.533	525.262	418.701	272.823	410.125	393.078	648.932	424.611	292.485	416.714	509.1	337.785	497.631	421.397	476.156	409.113	533.581	367.722	455.181	187.714	416.611	447.12	375.487	526.642	487.746	487.877	450.862	410.937	403.534	413.913	435.217	440.866	388.057	367.637	538.564	318.303	445.392	493.672	472.108	522.261	301.801	449.932	362.798	455.761	288.613	297.696	0	341.503	196.262	434.781	482.292	445.979	573.675	564.016	395.328	462.155	375.487	137.856	539.107	224.714	376.086	324.644	397.689	579.518	491.11	324.177	463.503	504.486	438.94	463.27	419.63	525.778	422.466	412.752	548.703	431.021	411.846	516.393	462.109	415.313	448.387	549.86	406.268	395.743	547.458	420.512	474.024	547.898	331.746	244.55	543.474	426.26	426.07	357.129	157.867	396.801	510.102	342.116	308.08	290.945	256.148	503.356	206.002	453.751	289.886	480.569	299.763	450.503	425.011	462.484	629.964	364.053	353.953	352.023	502.115	417.078	555.205	398.949	277.609	296.975	235.888	241.408	366.583	485.446	410.379	334.805	376.537	413.712	421.008	238.802	394.225	492.601	431.806	266.499	370.939	333.078	378.933	463.294	359.769	497.256	378.326	450.731	308.381
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	407.966	473.742	382.53	266.335	467.648	488.076	586.515	415.976	510.621	317.125	507.866	515.296	330.448	601.214	418.471	608.587	267.316	541.424	444.827	282.125	367.329	277.306	343.407	459.758	401.435	368.977	458.205	563.147	389.238	239.777	389.104	350.605	632.654	364.266	285.014	396.96	470.525	300.392	492.795	395.631	473.36	381.782	564.373	364.656	442.183	158.822	383.337	447.904	312.333	491.46	459.013	481.807	425.355	416.003	403.203	400.395	407.991	438.838	371.72	363.59	516.234	283.402	433.232	454.442	429.836	503.038	296.229	417.588	332.369	341.961	274.389	258.924	0	302.106	145.302	397.141	440.573	421.607	566.029	520.508	363.7	445.752	291.259	123.267	504.039	216.695	364.075	288.071	360.1	556.536	443.879	325.49	403.939	466.339	413.88	384.865	412.052	528.107	411.225	408.493	523.46	403.698	358.317	508.44	413.943	394.34	411.368	578.133	405.534	380.571	508.085	391.782	429.699	575.395	224.282	205.673	539.253	423.4	380.198	329.719	115.549	366.244	498.901	324.317	289.287	255.89	309.826	491.657	180.772	420.506	198.915	466.273	250.859	456.411	418.726	470.038	590.072	384.502	324.756	311.071	470.875	403.109	554.191	296.281	265.158	257.99	216.495	216.925	331.776	444.422	427.614	295.035	337.652	401.503	442.527	198.282	412.238	520.6	405.838	235.662	369.439	267.95	322.517	424.153	372.884	498.431	380.974	437.48	321.373
ARO-PWY: chorismate biosynthesis I	680.327	579.215	751.754	457.794	451.907	510.128	554.139	393.199	456.729	328.731	486.221	485.146	413.561	598.415	321.708	518.402	226.105	600.286	537.094	541.602	413.632	455.465	368.284	427.317	417.642	369.643	542.062	473.651	451.23	345.524	530.641	490.857	584.274	494.533	429.552	551.986	500.818	532.238	534.179	414.587	511.384	495.735	588.758	499.313	479.469	424.089	484.871	504.771	470.364	468.092	611.54	428.63	597.878	280.803	347.857	408.466	557.134	442.903	413.859	401.804	646.215	536.167	434.352	516.902	542.883	602.033	397.163	480.543	479.086	657	362.93	508.298	0	627.211	469.45	518.99	591.56	545.917	537.309	603.729	475.627	500.066	577.666	261.272	472.648	377.648	414.712	375.696	566.639	597.829	437.772	352.748	521.543	465.351	607.914	612.066	483.31	538.136	499.638	388.485	516.696	389.928	618.88	535.223	492.638	276.015	618.357	624.884	464.105	625.301	568.761	485.561	516.809	417.576	616.686	518.535	530.627	505.114	466.399	408.643	327.072	460.755	501.676	404.39	594.013	466.656	260.04	486.715	263.828	590.034	443.909	445.49	526.194	472.702	527.814	489.011	576.739	397.16	413.271	382.427	383.752	439.206	573.493	535.546	404.257	465.802	432.843	393.314	414.886	484.859	528.702	376.608	404.196	442.85	574.881	324.875	389.208	529.218	513.387	367.621	451.984	345.314	451.92	456.194	373.076	447.019	470.886	471.431	286.663
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	457.799	329.591	530.627	405.838	136.029	170.225	179.372	280.445	185.927	198.674	83.8009	161.967	396.581	242.212	284.399	201.922	147.087	340.353	201.013	499.432	315.323	430.537	214.903	186.834	183.68	322.869	228.712	170.934	326.343	429.03	396.201	332.171	165.301	271.984	394.433	308.936	255.583	446.9	208.748	282.748	191.004	347.608	202.036	369.484	283.805	779.616	248.642	203.335	351.637	304.152	285.982	323.58	397.942	179.502	195.953	198.229	397.935	168.653	229.877	184.374	321.271	571.077	244.266	218.907	247.142	186.782	253.501	311.759	290.255	347.199	288.196	438.559	0	686.252	702.75	293.339	106.952	323.339	176.652	148.799	416.431	216.806	356.055	699.767	305.448	365.126	215.252	539.05	519.947	262.662	248.388	381.907	245.955	308.174	408.257	161.011	296.885	186.613	329.019	164.739	307.647	270.885	498.548	245.329	319.97	213.946	483.347	193.33	190.705	651.979	213.681	401.349	342.892	134.469	580.686	547.076	244.593	190.294	463.094	329.855	452.582	448.843	206.138	264.344	739.488	558.794	94.3882	172.784	662.863	455.014	279.47	385.965	315.525	201.22	275.456	170.289	198.082	200.98	257.439	228.264	272.068	255.225	186.21	229.201	287.115	386.59	384.549	568.662	406.2	347.001	150.431	424.554	382.778	296.474	227.689	480.055	311.399	172.252	339.79	439.044	203.978	352.876	387.753	370.529	219.816	177.281	310.684	220.077	201.596
AST-PWY: L-arginine degradation II (AST pathway)	0	15.0391	0	0	7.77614	0	0	0	0	47.7415	3.25606	13.8382	0	0	0	0	0	0	10.8788	0.917307	68.5407	0	13.4577	0	20.4783	63.9252	2.02206	0	0	35.6011	0	1.33233	0	1.3444	38.0161	31.0646	5.04991	0	9.56989	0	22.9286	18.5364	2.44821	4.10615	3.02012	1.21038	12.8588	56.3286	6.83278	0	0	1.62156	0	0	26.5292	0	0.943129	17.5702	6.2214	0	1.0581	1.80068	10.5502	4.36304	7.87028	1.11875	20.8583	2.55769	1.3305	3.0196	38.1979	2.45389	0	3.65758	0.635797	3.43659	6.99242	1.42064	0	7.28485	0	0	0	0	1.82117	39.8389	21.4224	1.80217	8.41286	0	0	64.9179	2.63201	0.631574	3.04697	2.61752	27.4215	0	47.2888	39.5128	0	9.03357	0	7.53889	1.9749	10.1776	4.32222	0	2.81087	10.226	0	32.4724	0	0.824566	1.17531	6.14825	1.82431	8.43127	0	21.5821	8.11202	10.4907	0	0	0	0	0	0	20.2812	0	7.28203	0	0	6.02499	0	0	0	5.90816	0	0	0	8.14583	0	13.2174	10.1808	0	0	0	0	0	0	76.1088	0	80.6768	0	0	0	0	1.7373	0	0	0	0	0	0	0	10.9205	0	0.929341
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	75.5858	73.9056	73.175	54.4228	81.6906	69.215	62.2233	25.966	51.7992	208.333	46.6872	154.333	45.6037	45.7192	28.815	99.6142	62.2573	43.8766	151.299	96.2492	192.239	49.6662	95.513	65.242	200.976	187.28	138.015	61.4106	58.566	165.122	29.2589	66.085	21.4593	64.6424	157.919	77.3097	103.99	20.7965	146.646	88.8935	129.486	132.882	106.391	159.047	102.548	63.921	149.996	132.637	82.39	40.5137	16.8579	55.5389	28.1466	59.5293	91.3906	40.9357	28.8022	113.917	88.4496	69.9748	117.52	20.8822	92.2239	91.8535	97.5442	137.752	147.974	41.7274	52.9426	50.0164	103.131	40.0125	0	29.9356	28.097	88.1141	170.719	48.2126	74.8474	130.944	29.2647	85.2627	57.78	0	41.1783	333.058	155.35	71.2263	96.5933	60.6457	78.4756	280.985	94.1601	26.1879	56.916	189.956	142.548	37.364	95.8729	133.263	73.0651	78.6786	65.7704	119.468	44.9495	56.0276	67.0396	31.1771	56.9597	113.428	134.437	114.775	47.6546	50.9122	59.5148	57.217	55.012	92.715	25.6109	89.3376	159.837	42.9002	93.4115	176.114	31.0918	27.2663	0	13.754	97.7798	11.4023	263.874	64.2021	242.963	65.5613	45.6255	87.2809	123.986	93.383	43.9189	0	46.498	180.818	58.6203	257.339	192.001	63.099	176.441	24.3054	27.5763	22.6422	154.704	218.769	82.3156	213.345	39.9198	113.337	111.534	120.212	108.08	101.469	107.531	10.5941	67.0711	19.3768	66.2895	50.1319	163.455	37.3088	61.5815
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	860.052	732.945	1041.16	711.908	489.9	474.368	522.871	438.37	439.83	338.552	424.208	498.14	805.537	751.598	355.73	758.88	313.427	605.078	530.077	665.537	482.462	797.887	368.25	355.989	359.834	466.598	703.595	437.348	619.067	587.726	667.52	659.259	522.165	732.467	574.965	568.609	655.974	730.582	513.304	538.439	499.392	651.268	468.021	533.696	507.751	1165.22	342.215	431.599	634.208	654.666	655.403	593.965	674.59	342.45	331.462	315.68	746.402	419.231	353.753	345.285	762.533	843.642	519.891	681.328	682.902	602.865	433.954	635.922	515.692	921.163	487.056	769.002	0	875.675	1021.16	620.154	640.434	667.839	483.676	663.115	693.476	549.15	837.406	1101.88	670.69	436.196	411.716	842.098	747.567	728.586	596.19	454.77	696.968	600.68	735.878	745.225	478.477	554.825	622.181	322.905	666.433	448.213	902.873	592.212	549.443	334.819	847.04	650.663	446.957	918.422	634.751	591.802	596.546	418.731	1184.9	831.434	591.234	386.105	906.782	479.777	433.311	680.108	491.86	441.76	1067.35	828.427	511.96	456.913	872.748	776.158	562.535	767.966	658.765	511.964	511.99	509.778	768.575	385.078	582.571	325.408	636.314	468.634	495.693	391.122	436.851	526.651	569.653	966.018	665.826	637.277	498.041	665.023	518.498	526.09	429.253	730.735	527.822	572.191	406.322	684.75	483.42	534.559	706.32	699.57	493.652	624.647	456.064	541.84	314.072
CALVIN-PWY: Calvin-Benson-Bassham cycle	625.06	612.883	804.041	540.249	490.144	548.748	516.511	393.15	441.931	446.639	480.127	515.227	421.968	549.947	349.78	590.25	582.488	407.244	555.727	291.562	501.251	452.858	486.906	481.507	386.261	527.579	633.198	498.866	425.319	474.883	475.39	576.198	446.404	618.235	505.442	579.034	597.099	333.791	413.786	390.913	442.933	533.473	483.621	377.94	405.041	301.489	349.164	519.617	591.202	474.686	577.196	426.656	577.226	492.152	470.519	460.932	351.204	446.057	429.858	510.984	616.605	476.488	497.775	610.535	620.856	555.738	416.93	474.351	446.805	762.147	469.218	461.249	0	423.106	543.807	521.568	651.169	529.478	528.299	608.848	450.417	541.438	683.6	244.804	473.559	397.255	528.295	532.811	522.57	585.981	540.259	395.2	603.772	453.555	514.296	691.633	531.151	485.343	535.004	461.19	553.258	479.498	579.723	495.101	564.337	504.709	563.678	552.255	474.445	416.251	635.243	487.927	453.278	548.108	864.512	525.609	462.177	532.167	385.342	453.685	368.262	444.565	498.165	229.344	200.457	503.296	756.851	477.646	528.785	469.553	297.247	519.082	560.24	461.484	540.835	401.912	684.651	503.492	252.166	537.845	285.831	459.307	485.559	335.319	395.429	311.127	394.817	345.248	317.152	334.654	371.902	563.252	403.807	433.996	546.321	376.039	358.529	575.851	533.328	355.985	339.16	482.815	555.181	466.664	364.599	456.899	450.481	397.056	374.984
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate	0	5.50959	0	0	3.28877	0	0	0	0	0	0	0	0	0	0	0	0	0	11.6496	0	3.93667	0	0	0	1.36297	0	0	0	0	11.3179	1.77441	0	0	0	1.103	16.646	3.69853	0	0	0	20.5318	1.02011	0	0	0	0	5.71213	30.6007	0	0	0	0	1.47783	0	12.5709	0	0	6.39509	0	0	0	0	0	1.8897	2.57542	0	0	0	0	3.23365	28.1906	0	0	3.30971	1.45465	0	4.27043	3.14584	1.50653	5.90753	0	0	0	0	1.70833	3.35318	0.894335	1.66961	0	0	2.00837	4.51731	0	0	0	0	1.54299	1.01397	24.2291	22.763	0	2.03314	0	0	0	6.10967	0	0	0	0	0	16.0624	0	0	0	0	0	3.4441	0	13.7129	0	8.84706	0	0	0	0	0	0	14.1719	0	0	0	0	0	0	0	0	0	0	0	0	6.30252	0	0	0	0	0	0	0	0	0	36.6828	0	37.7484	0	0	0	0	0	0	0	0	0	0	0	0	2.06452	0	0
CENTFERM-PWY: pyruvate fermentation to butanoate	15.8957	57.1148	8.23243	0	116.803	32.158	55.8791	16.113	31.1989	8.07395	88.3962	20.0485	32.1947	61.4515	0	13.1474	19.1647	29.848	30.0293	17.2965	14.5364	10.5437	24.0654	26.1796	33.408	7.39296	15.352	25.8516	38.4577	11.7671	21.6524	15.3838	26.1431	28.7444	29.6932	56.7271	23.0278	11.3334	45.4563	20.1446	17.3211	67.7051	51.8774	19.6799	44.4864	9.60624	7.37645	28.8136	9.92974	32.4622	62.9498	37.2499	21.7672	27.088	10.6186	15.6012	14.5416	61.2695	22.091	20.5766	74.0769	15.0784	19.6107	54.041	60.2555	77.1767	25.7646	25.2681	41.4176	15.2647	7.01957	27.6232	0	18.3377	5.50786	18.5951	8.27722	57.4133	32.6813	33.3325	15.2679	41.298	31.8099	4.26598	20.2519	7.07465	25.5402	26.4206	16.7955	57.2111	10.2088	3.47723	45.49	22.2782	47.9123	17.158	22.235	78.3788	18.7268	13.4932	64.1086	17.1962	20.724	34.5658	12.7618	4.975	59.6243	47.486	32.7074	35.0805	52.7101	15.2298	17.6111	24.2075	0	11.4484	48.1641	30.8936	6.9414	7.79413	20.8809	11.134	25.3615	27.483	8.01913	5.69405	0	62.6271	0	46.8071	8.05322	21.2578	14.4679	20.8251	16.3667	45.5348	35.5719	12.7134	21.6875	0	11.1254	41.0594	52.8414	13.9714	11.3561	15.4751	5.14604	23.9455	8.14884	15.2503	11.4012	14.7751	22.0425	19.7577	39.1216	6.38994	21.3769	69.7582	25.2784	20.1706	32.8895	0	11.0122	15.5473	9.59311	39.9139	19.5355	28.1108	16.1735
CITRULBIO-PWY: L-citrulline biosynthesis	32.0834	17.2537	1.90699	0	22.225	155.304	92.1283	111.814	35.3178	110.267	20.546	76.6369	18.353	157.775	47.7897	70.4999	122.395	0	57.9909	228.723	162.899	50.5381	73.1896	21.2637	145.376	197.375	71.5802	66.1611	64.2335	112.544	116.064	22.6565	82.0237	25.4686	96.8488	17.3494	18.5266	0	74.8172	130.154	61.8187	67.3345	150.274	238.185	168.96	52.3012	248.426	38.3852	0.905055	14.6339	34.0863	47.1541	25.3552	230.053	30.6163	30.2276	52.8317	87.8267	65.8412	76.5921	74.0841	5.10086	40.4355	29.5981	24.1477	91.6165	128.947	42.6824	42.438	2.11936	31.6881	3.64092	0	5.98908	4.87225	5.36718	23.4963	6.0311	31.1592	67.4086	21.0771	36.3844	3.61348	29.8293	9.50969	199.224	94.4297	28.52	53.0545	1.89798	45.5178	229.537	35.3389	40.1064	22.3678	61.0064	50.999	101.322	29.17	60.2912	30.2505	20.5551	27.2834	106.399	9.97936	6.82728	23.1633	18.0794	78.7678	53.2229	40.2666	60.9879	24.9826	0.831218	1.04529	20.0442	84.8669	92.0761	65.1914	41.2254	189.311	10.7605	102.402	278.076	29.4864	2.86496	0	28.884	129.807	12.8673	236.288	122.734	159.611	66.7097	153.998	160.779	78.06	61.6092	251.763	0	50.0888	231.393	19.7454	410.811	185.802	288.832	217.027	18.3188	17.9508	11.0849	359.055	88.0796	163.499	140.244	121.29	87.2347	266.63	72.2572	156.251	136.328	148.534	0	0	51.8302	138.338	36.6649	195.312	174.425	45.0228
COA-PWY-1: coenzyme A biosynthesis II (mammalian)	519.676	586.774	603.989	432.035	571.442	588.444	572.699	597.359	580.015	309.599	587.585	497.346	502.834	627.898	629.078	711.445	385.622	640.119	528.799	712.864	400.751	458.22	518.243	676.514	509.302	400.053	635.479	662.407	584.457	306.256	545.354	489.711	661.674	480.207	381.225	538.566	550.701	532.928	557.662	510.387	560.246	462.905	668.486	589.304	586.401	520.928	535.851	516.929	483.15	757.191	708.858	667.823	556.013	437.984	518.757	593.319	553.239	567.845	569.047	574.557	622.369	547.572	561.505	559.257	570.161	562.042	366.863	539.927	544.16	641.072	344.661	519.447	0	692.465	574.435	515.15	590.177	552.149	634.515	617.026	515.526	650.706	564.018	328.722	738.473	356.574	467.633	503.703	550.561	583.798	552.877	345.134	500.591	586.592	583.01	604.198	454.453	668	489.652	473.666	631.884	506.005	643.242	615.365	568.042	431.197	588.074	657.063	636.538	716.24	531.936	468.22	593.01	674.919	641.982	634.493	658.331	628.765	521.937	444.103	449.893	453.273	571.76	509.314	639.929	479.099	521.343	592.745	342.547	622.794	551.394	590.696	502.705	556.946	635.726	681.144	664.708	548.91	512.602	546.215	669.748	462.271	615.081	559.937	444.895	575.408	462.646	407.99	551.452	592.123	627.385	365.635	481.951	437.852	653.356	526.333	701.471	666.067	553.042	394.347	534.327	491.72	528.716	475.715	551.817	714.478	430.179	614.087	656.835
COA-PWY: coenzyme A biosynthesis I	511.932	488.335	603.989	388.885	420.088	317.28	428.07	325.001	363.715	190.792	400.685	335.798	358.297	543.39	196.161	503.306	334.757	479.613	475.039	616.413	315.876	462.093	331.504	302.53	410.592	307.301	484.857	397.331	413.37	296.967	481.342	489.711	524.722	446.104	383.493	453.36	428.56	532.928	416.681	394.411	481.515	436.913	538.893	517.416	490.259	520.928	463.488	352.15	441.423	459.96	562.511	370.027	477.661	271.972	272.334	350.838	506.813	375.797	378.222	470.53	526.405	548.962	406.019	417.716	440.832	543.527	304.199	442.11	478.398	641.072	294.399	519.966	0	692.465	574.435	436.447	557.695	462.661	454.939	486.072	395.316	421.525	564.481	329.086	467.854	342.297	389.926	414.807	559.031	460.566	445.103	311.531	482.143	360.41	583.01	573.864	390.432	505.193	378.289	317.683	427.093	342.86	643.242	512.886	431.589	257.366	590.467	475.837	445.239	720.777	512.036	423.73	517.95	403.915	641.982	640.063	430.335	477.161	437.783	329.564	440.018	374.913	424.727	422.034	639.929	479.099	232.067	361.584	197.941	558.684	472.88	372.29	438.097	277.024	466.99	476.923	480.849	300.868	470.969	263.525	510.29	385.045	327.26	463.721	374.531	528.1	417.282	407.99	480.64	450.241	486.664	267.717	343.014	362.902	460.692	526.333	482.042	450.036	478.902	345.701	410.504	326.505	364.05	452.728	340.514	385.923	350.131	454.918	322.791
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	66.9413	123.321	43.8037	26.4136	85.4244	85.6674	152	87.1761	102.73	106.806	109.251	163.576	69.6359	176.727	29.5519	131.005	13.9432	105.485	97.5486	203.879	218.016	52.4468	85.913	37.1495	137.991	168.093	71.0641	83.717	95.4689	103.738	92.4748	41.8875	158.552	37.2475	91.8311	93.2688	47.197	57.6497	193.601	68.0293	215.457	93.0707	134.449	199.995	161.792	39.1021	116.979	156.563	26.4948	86.1633	72.5713	145.931	81.2917	40.8748	84.5303	34.6685	63.7434	88.5683	73.2604	95.8954	91.5068	53.6288	102.224	80.0616	81.3961	100.854	112.571	93.3237	53.2706	27.4312	69.1529	44.8884	0	54.8414	11.8151	89.7608	51.2797	55.2833	77.7086	99.9339	65.6383	49.904	15.5023	31.0667	87.1735	209.553	163.065	50.9964	99.0491	110.351	51.2796	198.049	59.3411	81.7679	90.5838	88.4403	127.286	133.915	110.063	107.307	111.103	79.6659	59.2517	160.275	37.9512	44.8434	80.1417	98.314	116.65	94.4247	72.8301	106.96	57.2962	79.0262	16.863	44.3261	147.975	93.2457	65.2953	82.9015	135.683	46.1941	156.904	125.163	60.8068	42.3607	0	61.445	72.6989	68.3296	91.5946	92.6572	90.6134	62.6778	128.087	145.132	113.635	29.9885	213.462	45.4334	98.0424	92.8093	76.9182	120.847	75.5732	191.404	117.349	34.6829	64.0583	95.3567	54.4932	99.3401	89.8682	189.91	88.9557	41.5795	162.16	56.0055	162.853	62.9567	161.549	4.30748	46.6501	65.6866	88.9768	74.2063	138.074	173.082	48.3507
CODH-PWY: reductive acetyl coenzyme A pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87457	1.85237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
