Sample	Bin	Genes	X..contigs.....0.bp.	X..contigs.....10000.bp.	X..contigs.....50000.bp.	X..contigs.....100000.bp.	X..contigs.....250000.bp.	X..contigs.....500000.bp.	X..contigs.....1000000.bp.	X..contigs.....2000000.bp.	X..contigs.....3000000.bp.	Total.length.....0.bp.	Total.length.....10000.bp.	Total.length.....50000.bp.	Total.length.....100000.bp.	Total.length.....250000.bp.	Total.length.....500000.bp.	Total.length.....1000000.bp.	Total.length.....2000000.bp.	Total.length.....3000000.bp.	X..contigs	Largest.contig	Total.length	N50	N75	L50	L75	X..N.s.per.100.kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.	Completeness	Contamination	Strain.heterogeneity	tRNA	rna.16S	rna.23S	rna.5S	Majority.Class	Majority.Fraction	Size.Mb	Final.Class	Coverage
C2	bin.39	252	60	0	0	0	0	0	0	0	0	215700	0	0	0	0	0	0	0	0	60	9147	215700	3465	2811	22	40	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	2	0	0	0	[Eubacterium]_rectale	31.105	0.22	[Eubacterium]	8.72600834492351
C2	bin.4	274	54	3	0	0	0	0	0	0	0	254188	48471	0	0	0	0	0	0	0	54	20825	254188	4950	3359	16	33	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	NA	0	0	0	Firmicutes_bacterium	31.883	0.25	Firmicutes	17.497482178545
C2	bin.40	813	266	1	0	0	0	0	0	0	0	1010987	11137	0	0	0	0	0	0	0	266	11137	1010987	3711	3054	100	176	0	k__Bacteria (UID203)	5449	104	58	89	15	0	0	0	0	25.86	0	0	NA	0	0	0	Prevotella_copri	73.088	1.01	Prevotella_copri	10.9197249816269
C2	bin.41	2901	197	114	6	1	0	0	0	0	0	3255360	2774516	458586	112742	0	0	0	0	0	197	112742	3255360	22358	15449	45	89	0	f__Lachnospiraceae (UID1286)	57	420	207	7	402	11	0	0	0	96.94	2.51	0	20	0	0	0	Clostridium_sp.	38.509	3.26	Clostridium	19.0568785019168
C2	bin.42	4563	816	142	1	0	0	0	0	0	0	5582811	2379993	52811	0	0	0	0	0	0	816	52811	5582811	8547	4743	187	407	0	o__Bacteroidales (UID2654)	163	486	266	78	356	51	1	0	0	90.09	13.26	9.26	18	0	0	5	Bacteroides_vulgatus	32.281	5.58	Bacteroides	14.515590801838
C2	bin.43	286	93	0	0	0	0	0	0	0	0	312263	0	0	0	0	0	0	0	0	93	7191	312263	3275	2823	38	64	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	2	0	0	0	Faecalibacterium_prausnitzii	93.151	0.31	Faecalibacterium_prausnitzii	12.5552819258125
C2	bin.44	2076	97	62	10	1	0	0	0	0	0	2159850	1928430	716268	106439	0	0	0	0	0	97	106439	2159850	36374	18519	19	39	0	o__Clostridiales (UID1212)	172	263	149	19	242	2	0	0	0	91.28	1.01	100	24	0	0	2	Ruminococcaceae_bacterium	62.16	2.16	Ruminococcaceae_bacterium	49.8132509202028
C2	bin.45	1388	291	17	0	0	0	0	0	0	0	1473484	204372	0	0	0	0	0	0	0	291	14311	1473484	5568	3856	90	171	0	o__Clostridiales (UID1212)	172	263	149	106	153	4	0	0	0	62.61	1.79	75	7	0	0	0	Oscillibacter_sp.	90.562	1.47	Oscillibacter_sp.	12.3466559528302
C2	bin.46	1892	32	31	15	7	2	0	0	0	0	2280188	2270983	1851876	1316951	586256	0	0	0	0	32	320610	2280188	108320	58197	6	13	0	o__Bacteroidales (UID2617)	213	406	265	57	349	0	0	0	0	86.23	0	0	40	0	0	1	Bacteroidales_bacterium	92.154	2.28	Bacteroidales_bacterium	59.3827351078069
C2	bin.47	2127	40	38	15	8	1	0	0	0	0	2391462	2382406	1734623	1227036	285836	0	0	0	0	40	285836	2391462	101217	44200	8	17	0	p__Bacteroidetes (UID2605)	350	314	208	3	309	2	0	0	0	98.56	0.96	0	38	0	0	1	Alistipes_putredinis	98.35	2.39	Alistipes_putredinis	43.1077934752883
C2	bin.48	600	167	1	0	0	0	0	0	0	0	667404	18395	0	0	0	0	0	0	0	167	18395	667404	3917	3101	59	107	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	NA	0	0	0	Faecalibacterium_prausnitzii	95.131	0.67	Faecalibacterium_prausnitzii	21.9404588525091
C2	bin.49	308	109	0	0	0	0	0	0	0	0	388647	0	0	0	0	0	0	0	0	109	8906	388647	3492	2878	42	73	0	k__Bacteria (UID203)	5449	104	58	90	14	0	0	0	0	20.69	0	0	NA	0	0	0	Ruminococcaceae_bacterium	61.449	0.39	Ruminococcaceae_bacterium	8.18531984036928
C2	bin.5	1217	110	46	1	0	0	0	0	0	0	1234444	916704	69911	0	0	0	0	0	0	110	69911	1234444	16537	9703	25	47	0	k__Bacteria (UID203)	5449	103	57	2	80	21	0	0	0	96.49	10.69	0	21	0	0	2	Clostridium_sp.	96.839	1.23	Clostridium_sp.	16.1351183204746
C2	bin.50	2019	94	61	12	0	0	0	0	0	0	2269447	2053992	826311	0	0	0	0	0	0	94	95851	2269447	34004	20897	20	40	0	o__Clostridiales (UID1212)	172	263	149	11	252	0	0	0	0	95.08	0	0	29	0	0	1	Ruminococcus_sp.	96.513	2.27	Ruminococcus_sp.	24.335003196814
C2	bin.51	2132	28	18	12	8	2	0	0	0	0	2249399	2206973	2035933	1760368	671464	0	0	0	0	28	408151	2249399	232992	117104	4	8	0	o__Clostridiales (UID1212)	172	263	149	1	261	1	0	0	0	99.33	0.67	0	39	0	0	0	Butyrivibrio_sp.	98.486	2.25	Butyrivibrio_sp.	50.2907665558667
C2	bin.52	1505	453	6	0	0	0	0	0	0	0	1887778	74641	0	0	0	0	0	0	0	453	14126	1887778	4172	3283	161	288	0	k__Bacteria (UID203)	5449	104	58	83	21	0	0	0	0	34.48	0	0	2	0	0	1	Odoribacter_splanchnicus	81.14	1.89	Odoribacter_splanchnicus	9.80088760436873
C2	bin.6	399	28	15	1	0	0	0	0	0	0	434681	360004	52973	0	0	0	0	0	0	28	52973	434681	26020	12803	7	13	0	k__Bacteria (UID203)	5449	104	58	88	16	0	0	0	0	24.14	0	0	7	0	0	0	Acidiphilium_sp.	41.522	0.43	Acidiphilium	25.6784860621927
C2	bin.7	1957	185	82	2	0	0	0	0	0	0	2237994	1670124	159844	0	0	0	0	0	0	185	87515	2237994	16250	9951	39	83	0	o__Clostridiales (UID1212)	172	261	147	29	225	7	0	0	0	94.09	3.4	100	31	0	0	2	Faecalibacterium_prausnitzii	93.69	2.24	Faecalibacterium_prausnitzii	57.4222048852678
C2	bin.8	2003	56	42	13	4	1	0	0	0	0	2183136	2085093	1282552	653488	250983	0	0	0	0	56	250983	2183136	59409	33186	10	22	0	o__Selenomonadales (UID1024)	64	334	167	9	322	3	0	0	0	96.41	0.9	0	38	0	1	2	Phascolarctobacterium_succinatutens	98.547	2.18	Phascolarctobacterium_succinatutens	23.5808259311376
C2	bin.9	2528	94	69	15	6	0	0	0	0	0	2984284	2832405	1391809	785262	0	0	0	0	0	94	183542	2984284	46378	29397	18	38	0	o__Clostridiales (UID1120)	304	250	143	1	246	3	0	0	0	99.3	1.17	0	39	0	0	2	Clostridiales_bacterium	95.905	2.98	Clostridiales_bacterium	30.8819804013291
C3	bin.1	638	5	5	3	3	1	0	0	0	0	699794	699794	633417	633417	306650	0	0	0	0	5	306650	699794	188568	138199	2	3	0	k__Bacteria (UID203)	5449	104	58	69	35	0	0	0	0	53.45	0	0	24	0	0	0	Clostridiales_bacterium	70.766	0.7	Clostridiales_bacterium	96.0130409806314
C3	bin.10	2395	72	56	20	4	0	0	0	0	0	2782830	2667516	1593651	499163	0	0	0	0	0	72	164434	2782830	57020	36833	17	32	0	k__Bacteria (UID2982)	88	229	147	5	224	0	0	0	0	96.6	0	0	33	1	1	1	Akkermansia_muciniphila	97.789	2.78	Akkermansia_muciniphila	25.0392945311068
C3	bin.11	595	173	4	0	0	0	0	0	0	0	713869	48137	0	0	0	0	0	0	0	173	13016	713869	4012	3221	61	110	0	k__Bacteria (UID1453)	901	171	117	81	90	0	0	0	0	46.58	0	0	NA	0	0	0	uncultured_bacterium	47.315	0.71	uncultured	9.08443986221562
C3	bin.12	1490	31	27	11	6	0	0	0	0	0	1598004	1572181	1147649	786409	0	0	0	0	0	31	173630	1598004	85156	45656	7	13	0	o__Clostridiales (UID1120)	304	250	143	10	240	0	0	0	0	95.45	0	0	40	0	0	2	Ruminococcaceae_bacterium	35.83	1.6	Ruminococcaceae	30.4181967003837
C3	bin.13	364	127	3	0	0	0	0	0	0	0	525218	34417	0	0	0	0	0	0	0	127	13178	525218	4287	3133	43	79	0	o__Clostridiales (UID1212)	172	263	149	130	121	12	0	0	0	38.73	2.31	8.33	2	0	0	0	Catabacter_sp.	14.217	0.53	Catabacter	8.89516353209524
C3	bin.14	2169	220	91	1	0	0	0	0	0	0	2415366	1709139	62241	0	0	0	0	0	0	220	62241	2415366	14850	8835	50	102	0	f__Lachnospiraceae (UID1286)	57	420	207	81	332	7	0	0	0	90.62	2.25	0	24	0	1	0	Firmicutes_bacterium	99.718	2.42	Firmicutes_bacterium	12.4911504095032
C3	bin.15	1901	223	78	0	0	0	0	0	0	0	2152146	1338151	0	0	0	0	0	0	0	223	48526	2152146	12921	7909	55	109	0	o__Clostridiales (UID1212)	172	263	149	49	214	0	0	0	0	90	0	0	10	0	0	1	Ruminococcus_sp.	87.031	2.15	Ruminococcus_sp.	16.7826206958078
C3	bin.16	2058	78	57	14	2	0	0	0	0	0	2317045	2183152	1001326	216126	0	0	0	0	0	78	114739	2317045	46857	27514	18	34	0	o__Clostridiales (UID1212)	172	261	147	35	222	4	0	0	0	97.32	1.87	50	43	0	0	4	Faecalibacterium_prausnitzii	97.769	2.32	Faecalibacterium_prausnitzii	48.7533906333282
C3	bin.17	2933	169	103	10	1	0	0	0	0	0	3167464	2782749	784465	115528	0	0	0	0	0	169	115528	3167464	26521	16122	33	72	0	o__Clostridiales (UID1212)	172	261	147	4	256	1	0	0	0	97.28	0.68	0	16	1	0	0	Subdoligranulum_sp.	91.577	3.17	Subdoligranulum_sp.	16.3605332215299
C3	bin.18	1397	195	57	0	0	0	0	0	0	0	1619917	875571	0	0	0	0	0	0	0	195	43979	1619917	10633	6544	51	99	0	o__Clostridiales (UID1212)	172	263	149	38	225	0	0	0	0	94.4	0	0	15	1	0	1	Clostridium_sp.	99.785	1.62	Clostridium_sp.	17.0102233632958
C3	bin.19	295	105	1	0	0	0	0	0	0	0	384860	10333	0	0	0	0	0	0	0	105	10333	384860	3597	2899	40	70	0	k__Bacteria (UID203)	5449	104	58	97	7	0	0	0	0	12.07	0	0	NA	0	0	1	Ruminococcus_sp.	97.894	0.38	Ruminococcus_sp.	8.52348906095723
C3	bin.2	1522	220	51	0	0	0	0	0	0	0	1614147	745692	0	0	0	0	0	0	0	220	26023	1614147	9290	5171	58	116	0	c__Clostridia (UID1118)	387	223	124	13	203	7	0	0	0	92.94	2.71	57.14	19	0	0	1	Clostridia_bacterium	88.688	1.61	Clostridia_bacterium	27.3456506749385
C3	bin.20	2230	579	6	0	0	0	0	0	0	0	2294331	84239	0	0	0	0	0	0	0	579	23000	2294331	3909	3096	206	372	0	k__Bacteria (UID203)	5449	104	58	29	39	29	7	0	0	77.93	40.05	18	8	0	0	1	Oscillibacter_sp.	45.907	2.29	Oscillibacter	12.7072336118895
C3	bin.21	194	69	0	0	0	0	0	0	0	0	225221	0	0	0	0	0	0	0	0	69	5588	225221	3196	2839	30	48	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	NA	0	0	0	Alistipes_finegoldii	42.414	0.23	Alistipes	7.47465822458829
C3	bin.22	1041	289	4	0	0	0	0	0	0	0	1206711	48241	0	0	0	0	0	0	0	289	16351	1206711	4166	3224	101	183	0	c__Deltaproteobacteria (UID3218)	61	284	169	159	125	0	0	0	0	51.14	0	0	11	0	0	0	Desulfovibrio_piger	98.452	1.21	Desulfovibrio_piger	8.54185467771488
C3	bin.23	218	75	0	0	0	0	0	0	0	0	242461	0	0	0	0	0	0	0	0	75	6899	242461	3118	2829	32	52	0	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0	0	NA	0	0	1	Faecalibacterium_prausnitzii	82.487	0.24	Faecalibacterium_prausnitzii	11.7247722314104
C3	bin.24	527	45	14	1	0	0	0	0	0	0	450611	293965	52932	0	0	0	0	0	0	45	52932	450611	15627	7132	9	20	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	NA	0	0	0	Faecalibacterium_prausnitzii	50.394	0.45	Faecalibacterium	39.9863740565588
C3	bin.25	789	29	26	9	0	0	0	0	0	0	1057336	1043796	610885	0	0	0	0	0	0	29	80421	1057336	51872	30415	8	14	0	o__Bacteroidales (UID2716)	92	487	270	289	198	0	0	0	0	38.52	0	0	13	0	0	2	Prevotella_stercorea	100	1.06	Prevotella_stercorea	54.8270842948694
C3	bin.26	1447	164	63	1	0	0	0	0	0	0	1942205	1388959	53954	0	0	0	0	0	0	164	53954	1942205	19099	8701	32	71	0	c__Clostridia (UID1118)	387	223	124	37	185	1	0	0	0	83.74	0.03	0	22	1	1	1	Clostridiales_bacterium	98.72	1.94	Clostridiales_bacterium	16.2362881364223
C3	bin.27	588	174	1	0	0	0	0	0	0	0	641946	10668	0	0	0	0	0	0	0	174	10668	641946	3562	2996	67	115	0	k__Bacteria (UID2982)	88	230	148	124	99	7	0	0	0	36.33	0.21	28.57	NA	0	0	0	Verrucomicrobia_bacterium	31.408	0.64	Verrucomicrobia	7.6667663635259
C3	bin.28	848	7	7	6	3	1	0	0	0	0	919395	919395	880704	673732	296802	0	0	0	0	7	296802	919395	220257	82465	2	4	0	root (UID1)	5656	56	24	52	3	1	0	0	0	16.67	4.17	0	24	0	0	2	Clostridium_sp.	100	0.92	Clostridium_sp.	52.0725042011323
C3	bin.29	659	180	1	0	0	0	0	0	0	0	690424	11206	0	0	0	0	0	0	0	180	11206	690424	3825	3019	66	117	0	k__Bacteria (UID203)	5449	104	58	75	29	0	0	0	0	33.8	0	0	NA	0	0	0	Clostridiales_bacterium	32.44	0.69	Clostridiales	7.69744388955193
C3	bin.3	339	53	7	0	0	0	0	0	0	0	304491	105009	0	0	0	0	0	0	0	53	18699	304491	6027	3833	14	29	0	k__Bacteria (UID203)	5449	104	58	102	2	0	0	0	0	0.31	0	0	5	0	0	0	Oscillibacter_sp.	36.061	0.3	Oscillibacter	21.1562903337044
C3	bin.30	1125	376	2	0	0	0	0	0	0	0	1524920	24763	0	0	0	0	0	0	0	376	14667	1524920	4001	3280	137	243	0	k__Bacteria (UID203)	5449	104	58	76	28	0	0	0	0	32.92	0	0	NA	0	0	0	Odoribacter_splanchnicus	86.088	1.52	Odoribacter_splanchnicus	8.72494950554783
C3	bin.31	262	4	4	2	1	0	0	0	0	0	277524	277524	197656	107336	0	0	0	0	0	4	107336	277524	90320	47004	2	3	0	k__Bacteria (UID203)	5449	103	57	93	10	0	0	0	0	15.79	0	0	9	0	0	0	Clostridium_sp.	100	0.28	Clostridium_sp.	51.0685562329744
C3	bin.32	1403	276	37	0	0	0	0	0	0	0	1706630	500487	0	0	0	0	0	0	0	276	39445	1706630	6863	4748	81	155	0	p__Firmicutes (UID1022)	100	295	158	51	243	1	0	0	0	81.13	0.16	0	22	0	0	1	Dialister_sp.	97.65	1.71	Dialister_sp.	11.9144454275385
C3	bin.33	528	59	10	3	0	0	0	0	0	0	523820	304214	179366	0	0	0	0	0	0	59	59949	523820	15353	6186	7	22	0	o__Clostridiales (UID1212)	172	261	147	237	24	0	0	0	0	2.44	0	0	NA	0	0	0	Faecalibacterium_prausnitzii	37.781	0.52	Faecalibacterium	48.5118933984957
C3	bin.34	2808	702	16	0	0	0	0	0	0	0	3010329	214604	0	0	0	0	0	0	0	702	21712	3010329	4214	3224	229	435	0	o__Clostridiales (UID1212)	172	257	149	110	100	36	11	0	0	64.11	21.6	0	13	0	0	0	Flavonifractor_plautii	55.071	3.01	Flavonifractor	9.47741924553761
C3	bin.35	2218	127	89	4	1	0	0	0	0	0	2444128	2237494	278168	107990	0	0	0	0	0	127	107990	2444128	29000	16529	30	59	0	o__Clostridiales (UID1212)	172	263	149	19	243	1	0	0	0	89.26	0.67	0	16	0	0	1	Clostridiales_bacterium	88.219	2.44	Clostridiales_bacterium	21.9297229932311
C3	bin.36	1168	246	9	0	0	0	0	0	0	0	1223442	119652	0	0	0	0	0	0	0	246	17844	1223442	5367	3919	81	147	0	p__Firmicutes (UID240)	1318	179	104	71	108	0	0	0	0	74.2	0	0	10	0	0	0	Clostridium_sp.	59.286	1.22	Clostridium	10.1830736561275
C3	bin.37	293	56	4	0	0	0	0	0	0	0	283506	57161	0	0	0	0	0	0	0	56	20984	283506	5392	3790	18	33	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	NA	0	0	0	Ruminococcaceae_bacterium	16.758	0.28	Ruminococcaceae	11.0034708260143
C3	bin.38	2657	61	52	28	11	0	0	0	0	0	3436384	3385053	2732815	1484970	0	0	0	0	0	61	218281	3436384	93024	54664	14	26	0	p__Bacteroidetes (UID2605)	350	316	210	14	298	4	0	0	0	94.13	1.03	0	25	1	0	1	Alistipes_sp.	99.628	3.44	Alistipes_sp.	88.7870214737352
C3	bin.39	1945	49	41	13	4	0	0	0	0	0	2162951	2102405	1280541	578468	0	0	0	0	0	49	171762	2162951	76334	42910	10	21	0	o__Clostridiales (UID1212)	172	263	149	6	257	0	0	0	0	97.27	0	0	30	0	0	1	Ruminococcaceae_bacterium	100	2.16	Ruminococcaceae_bacterium	26.9320941620961
C3	bin.4	771	4	4	4	3	1	0	0	0	0	866230	866230	866230	800989	423483	0	0	0	0	4	423483	866230	197495	180011	2	3	0	o__Clostridiales (UID1212)	172	263	149	148	115	0	0	0	0	36.67	0	0	19	1	1	1	Clostridium_sp.	56.42	0.87	Clostridium	114.3799568244
C3	bin.40	6735	990	178	2	0	0	0	0	0	0	7107685	3176640	138509	0	0	0	0	0	0	990	81126	7107685	8563	4991	219	493	0	k__Bacteria (UID203)	5449	98	58	6	16	22	29	24	1	98.68	200.69	45.15	53	0	0	4	Oscillibacter_sp.	52.051	7.11	Oscillibacter	16.9430060561209
C3	bin.41	302	92	0	0	0	0	0	0	0	0	338271	0	0	0	0	0	0	0	0	92	7855	338271	3705	2954	35	61	0	k__Bacteria (UID203)	5449	104	58	97	7	0	0	0	0	10.34	0	0	NA	0	0	0	Oscillibacter_sp.	62.371	0.34	Oscillibacter_sp.	9.1706058160469
C3	bin.42	2654	253	114	3	0	0	0	0	0	0	2977150	2199272	168015	0	0	0	0	0	0	253	63372	2977150	16322	9736	58	118	0	c__Clostridia (UID1118)	387	223	124	10	211	2	0	0	0	93.75	1.61	0	35	0	0	2	uncultured_Clostridiales	45.472	2.98	uncultured	13.4043968224644
C3	bin.43	440	58	5	1	0	0	0	0	0	0	346367	116052	57910	0	0	0	0	0	0	58	57910	346367	5538	4166	13	31	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	20	0	0	0	Bacteroides_fragilis	22.306	0.35	Bacteroides	15.7644925757939
C3	bin.44	217	81	0	0	0	0	0	0	0	0	277658	0	0	0	0	0	0	0	0	81	6790	277658	3472	2872	33	56	0	k__Bacteria (UID1453)	901	171	117	126	45	0	0	0	0	17.99	0	0	NA	0	0	0	Candidatus_Melainabacteria	90.32	0.28	Candidatus_Melainabacteria	8.73772770818777
C3	bin.45	1511	203	61	1	0	0	0	0	0	0	1882203	1131391	53028	0	0	0	0	0	0	203	53028	1882203	12869	7298	44	94	0	o__Clostridiales (UID1212)	172	263	149	32	228	3	0	0	0	87.47	1.68	0	10	1	0	0	Ruminococcaceae_bacterium	96.81	1.88	Ruminococcaceae_bacterium	12.4989440565125
C3	bin.46	6362	1193	196	2	0	0	0	0	0	0	7950231	3039095	107964	0	0	0	0	0	0	1193	54534	7950231	8052	4758	301	621	0	k__Bacteria (UID203)	5449	104	58	52	17	34	1	0	0	77.07	58.1	29.73	19	0	0	2	Bacteroides_vulgatus	35.702	7.95	Bacteroides	12.8796823639464
C3	bin.47	1365	32	26	13	6	0	0	0	0	0	1596237	1564424	1171966	726667	0	0	0	0	0	32	177647	1596237	83868	49854	7	14	0	o__Bacteroidales (UID2716)	92	487	270	209	278	0	0	0	0	58.89	0	0	22	0	0	1	Prevotella_stercorea	99.75	1.6	Prevotella_stercorea	47.4616551301592
C3	bin.48	3860	115	90	34	10	0	0	0	0	0	4716607	4587924	2999778	1279603	0	0	0	0	0	115	171568	4716607	68739	40719	24	46	0	o__Bacteroidales (UID2657)	160	492	269	4	478	10	0	0	0	98.88	1.12	50	34	2	0	3	Bacteroides_fragilis	97.923	4.72	Bacteroides_fragilis	32.6249038768759
C3	bin.49	220	64	0	0	0	0	0	0	0	0	224047	0	0	0	0	0	0	0	0	64	7225	224047	3415	3035	27	44	0	k__Bacteria (UID203)	5449	104	58	96	8	0	0	0	0	12.93	0	0	NA	0	0	0	Flavobacteriales_bacterium	94.203	0.22	Flavobacteriales_bacterium	6.783398126286
C3	bin.5	279	91	0	0	0	0	0	0	0	0	317478	0	0	0	0	0	0	0	0	91	7242	317478	3453	2901	36	62	0	k__Bacteria (UID203)	5449	104	58	96	8	0	0	0	0	12.23	0	0	2	0	0	0	Clostridiales_bacterium	82.104	0.32	Clostridiales_bacterium	7.84589798348232
C3	bin.50	780	213	0	0	0	0	0	0	0	0	828011	0	0	0	0	0	0	0	0	213	9512	828011	3930	3042	79	138	0	k__Bacteria (UID203)	5449	102	56	90	12	0	0	0	0	17.86	0	0	2	0	0	0	Faecalibacterium_prausnitzii	41.45	0.83	Faecalibacterium	10.8907973444797
C3	bin.51	346	122	0	0	0	0	0	0	0	0	423582	0	0	0	0	0	0	0	0	122	8758	423582	3294	2998	50	84	0	k__Bacteria (UID203)	5449	104	58	94	10	0	0	0	0	13.51	0	0	NA	0	0	0	Firmicutes_bacterium	95.452	0.42	Firmicutes_bacterium	7.62036630451719
C3	bin.52	2304	53	44	16	6	0	0	0	0	0	2593410	2524247	1647018	950082	0	0	0	0	0	53	232812	2593410	60674	40421	11	23	0	o__Clostridiales (UID1212)	172	263	149	4	259	0	0	0	0	98.32	0	0	43	1	0	3	[Eubacterium]_siraeum	95.414	2.59	[Eubacterium]_siraeum	48.2089025645771
C3	bin.53	1487	252	42	0	0	0	0	0	0	0	1687612	610677	0	0	0	0	0	0	0	252	27222	1687612	8281	4787	68	135	0	o__Clostridiales (UID1212)	172	263	149	28	232	3	0	0	0	84.82	1.57	0	17	1	0	1	Clostridiales_bacterium	76.952	1.69	Clostridiales_bacterium	11.7763739532547
C3	bin.6	211	76	0	0	0	0	0	0	0	0	286114	0	0	0	0	0	0	0	0	76	8468	286114	3600	3043	29	50	0	k__Bacteria (UID203)	5449	103	57	79	24	0	0	0	0	31.58	0	0	4	0	0	0	unclassified_(taxid	16.428	0.29	unclassified	8.47581733155316
C3	bin.7	976	242	2	0	0	0	0	0	0	0	1015240	20365	0	0	0	0	0	0	0	242	10318	1015240	4259	3258	84	152	0	o__Clostridiales (UID1212)	172	263	149	148	115	0	0	0	0	47.58	0	0	6	1	0	0	Ruminococcus_sp.	92.451	1.02	Ruminococcus_sp.	8.956946140814
C3	bin.8	792	12	9	4	2	1	0	0	0	0	871111	848524	680275	506703	303649	0	0	0	0	12	303649	871111	203054	85109	2	4	0	c__Clostridia (UID1118)	387	223	124	92	131	0	0	0	0	47.02	0	0	10	0	0	0	Clostridium_sp.	100	0.87	Clostridium_sp.	54.788482753633
C3	bin.9	811	120	17	0	0	0	0	0	0	0	769759	336496	0	0	0	0	0	0	0	120	39823	769759	7835	4113	23	60	0	k__Bacteria (UID203)	5449	104	58	99	5	0	0	0	0	6.03	0	0	11	0	0	1	Oscillibacter_sp.	24.489	0.77	Oscillibacter	13.8863592371119
C4	bin.1	1469	305	16	1	0	0	0	0	0	0	1516507	247415	50026	0	0	0	0	0	0	305	50026	1516507	5373	3579	90	177	0	k__Bacteria (UID203)	5449	104	58	10	63	30	1	0	0	84.48	11.88	9.09	12	0	0	0	uncultured_Clostridiales	76.148	1.52	uncultured_Clostridiales	24.2123511464174
C4	bin.10	956	221	7	0	0	0	0	0	0	0	1015569	89312	0	0	0	0	0	0	0	221	16088	1015569	4966	3421	73	137	0	k__Bacteria (UID203)	5449	104	58	75	29	0	0	0	0	38.85	0	0	4	0	0	0	Ruminococcus_sp.	97.284	1.02	Ruminococcus_sp.	8.66602860071546
C4	bin.11	719	254	4	0	0	0	0	0	0	0	1065858	47698	0	0	0	0	0	0	0	254	13407	1065858	4192	3189	89	160	0	k__Bacteria (UID203)	5449	104	58	91	13	0	0	0	0	16.85	0	0	NA	0	0	0	Bacteroidales_bacterium	74.678	1.07	Bacteroidales_bacterium	7.95528109748203
C4	bin.12	1322	41	33	11	3	0	0	0	0	0	1697346	1635399	1010204	466785	0	0	0	0	0	41	208008	1697346	55445	43417	9	17	0	o__Clostridiales (UID1212)	172	263	149	27	236	0	0	0	0	85.12	0	0	38	1	2	1	Catabacter_sp.	71.342	1.7	Catabacter_sp.	48.5451993877501
C4	bin.13	1214	279	17	0	0	0	0	0	0	0	1385054	242142	0	0	0	0	0	0	0	279	24259	1385054	5311	3759	85	165	0	k__Bacteria (UID2982)	88	230	148	89	141	0	0	0	0	63.98	0	0	2	0	0	0	Opitutae_bacterium	98.202	1.39	Opitutae_bacterium	9.15473331725694
C4	bin.14	692	209	11	0	0	0	0	0	0	0	1004154	152798	0	0	0	0	0	0	0	209	18484	1004154	4953	3353	62	123	0	k__Bacteria (UID203)	5449	103	57	71	32	0	0	0	0	44.74	0	0	NA	0	0	0	Clostridiales_bacterium	28.918	1	Clostridiales	10.3682801641979
C4	bin.15	836	175	13	0	0	0	0	0	0	0	952750	186485	0	0	0	0	0	0	0	175	21710	952750	6105	3948	50	100	0	c__Clostridia (UID1118)	387	223	124	66	157	0	0	0	0	62.03	0	0	2	0	0	0	Firmicutes_bacterium	94.331	0.95	Firmicutes_bacterium	11.3132511151929
C4	bin.16	878	289	1	0	0	0	0	0	0	0	1040687	11171	0	0	0	0	0	0	0	289	11171	1040687	3498	2971	113	193	0	k__Bacteria (UID2982)	88	230	148	151	78	1	0	0	0	27.98	0.03	0	4	0	0	0	Lentisphaeria_bacterium	30.683	1.04	Lentisphaeria	7.28561997987868
C4	bin.17	1392	203	48	0	0	0	0	0	0	0	1629037	811117	0	0	0	0	0	0	0	203	44330	1629037	9820	5970	49	102	0	k__Bacteria (UID203)	5449	104	58	21	66	17	0	0	0	76.8	2.66	5.88	13	1	0	2	Bacteroides_sp.	92.324	1.63	Bacteroides_sp.	11.3513075516394
C4	bin.18	1719	21	17	9	5	2	0	0	0	0	1838714	1810419	1571988	1346546	762184	0	0	0	0	21	431057	1838714	227115	67164	3	6	0	c__Clostridia (UID1118)	387	223	124	4	219	0	0	0	0	97.58	0	0	41	0	0	2	Clostridium_sp.	45.144	1.84	Clostridium	94.5086620322682
C4	bin.19	1925	133	68	9	0	0	0	0	0	0	2143025	1761871	582411	0	0	0	0	0	0	133	82520	2143025	24109	12353	24	55	0	o__Clostridiales (UID1212)	172	263	149	6	257	0	0	0	0	96.81	0	0	21	0	0	2	Ruminococcus_sp.	93.352	2.14	Ruminococcus_sp.	14.0047829586682
C4	bin.2	1068	283	3	0	0	0	0	0	0	0	1129936	33893	0	0	0	0	0	0	0	283	12105	1129936	3976	3103	102	182	0	k__Bacteria (UID203)	5449	104	58	79	25	0	0	0	0	27.66	0	0	NA	0	0	0	Clostridiales_bacterium	88.113	1.13	Clostridiales_bacterium	10.9605765282281
